,Unnamed: 0,num_electron,latt const,tetragonality,e_form,pol fermi,mu_b,mu_b saturation
418,418,31,5.7,1.0,-0.056,63.59,3.9626,793.75
419,419,31,5.9636,0.994,0.079,69.03,3.9941,702.78
420,420,32,4.95,1.3717,-0.239,35.09,2.3689,528.19
421,421,32,5.09,1.3733,-0.008,28.67,2.623,537.29
422,422,32,5.33,1.349,0.065,51.48,2.5396,461.22
423,423,31,5.042,1.4259,-0.249,72.15,2.8742,583.37
424,424,31,5.0864,1.4034,-0.132,71.81,2.9236,587.29
425,425,31,5.2768,1.4358,0.138,75.21,3.1205,548.73
426,426,32,5.1124,1.2842,-0.313,51.5,1.966,424.99
427,427,32,5.1942,1.2979,-0.125,51.51,2.106,429.55
428,428,32,5.3867,1.3281,0.003,54.29,2.266,404.94
429,429,33,5.0729,1.274,-0.253,67.99,1.3159999999999998,293.51
430,430,33,5.2064,1.2837,-0.036000000000000004,69.92,1.4897,305.05
431,431,33,5.4176,1.2808,0.016,68.98,1.2362,225.17
432,432,24,6.24,1.0,-1.098,0.0,0.0,0.0
433,433,24,6.25,1.0,-0.982,0.0,0.0,0.0
434,434,24,6.454,0.9994,-0.848,0.0,0.0,0.0
435,435,25,5.91,1.1387,-0.964,0.0,0.0,0.0
436,436,25,5.96,1.1577,-0.885,0.0,0.0,0.0
437,437,25,6.1842,1.1374,-0.928,0.0,0.0,0.0
438,438,26,5.63,1.3126,-0.8440000000000001,0.0,0.0,0.0
439,439,26,5.75,1.3043,-0.772,0.0,0.0,0.0
440,440,26,6.02,1.2342,-0.826,0.0,0.0,0.0
441,441,25,5.8845,1.1227,-1.01,0.0,0.0,0.0
442,442,25,5.8319,1.1589,-0.887,0.0,0.0,0.0
443,443,25,6.03,1.1559,-0.6859999999999999,0.0,0.0,0.0
444,444,26,5.6,1.2643,-0.9,0.01,0.0,0.0
445,445,26,5.6423,1.283,-0.792,0.0,0.0,0.0
446,446,26,5.88,1.25,-0.762,0.39,0.0022,0.32
447,447,27,5.4054,1.3963,-0.787,0.0,0.0,0.0
448,448,27,5.5119,1.3919,-0.669,0.0,0.0,0.0
449,449,27,5.7482,1.339,-0.659,0.0,0.0,0.0
450,450,26,5.68,1.206,-0.679,0.0,0.0,0.0
451,451,26,5.62,1.2509,-0.5529999999999999,59.48,0.3366,56.24
452,452,26,5.82,1.2457,-0.32299999999999995,61.1,0.6293,95.06
453,453,27,5.5053,1.2839,-0.617,77.76,1.1145,192.98
454,454,27,5.56,1.2986,-0.483,78.58,1.1332,188.34
455,455,27,5.78,1.2785,-0.44,78.74,1.2745,191.5
456,456,28,5.3213,1.4037,-0.493,37.95,1.0604,185.97
457,457,28,5.46,1.3864,-0.361,12.98,1.2197,200.49
458,458,28,5.69,1.3427,-0.32299999999999995,0.01,0.0,0.0
459,459,27,6.0464,0.9982,-0.542,93.96,3.014,506.68
460,460,27,6.0572,1.003,-0.394,91.35,3.0382,505.62
461,461,27,6.29,1.0,-0.187,87.73,3.129,466.42
462,462,28,5.5,1.2727,-0.486,30.46,2.2108,387.31
463,463,28,5.57,1.2801,-0.35,36.79,2.256,378.33
464,464,28,5.84,1.2397,-0.322,71.96,2.7315,410.36
465,465,29,5.38,1.3513,-0.31,29.31,1.989,350.64
466,466,29,5.54,1.3249,-0.185,49.41,2.5823,425.22
467,467,29,5.69,1.3427,-0.231,89.89,2.984,447.52
468,468,28,6.04,1.0,-0.693,85.0,4.0755,686.12
469,469,28,6.06,1.0,-0.537,81.46,4.1263,687.81
470,470,28,6.2917,1.0003,-0.343,57.36,4.3626,649.57
471,471,29,5.99,1.0,-0.59,22.29,4.6918,809.82
472,472,29,5.9,1.0949,-0.453,7.25,4.3881,723.88
473,473,29,6.3,1.0,-0.468,24.5,4.7673,707.26
474,474,30,5.59,1.2254,-0.383,34.89,4.0753,706.27
475,475,30,5.7278,1.2154,-0.28800000000000003,21.95,4.2482,690.02
476,476,30,6.32,1.0,-0.325,65.38,4.7785,702.21
477,477,29,6.02,1.0,-0.605,89.21,4.2859,728.75
478,478,29,6.04,1.0,-0.44,90.89,4.2503,715.54
479,479,29,6.27,1.0,-0.231,88.75,4.2259,635.98
480,480,30,5.6362,1.1785,-0.483,48.15,3.8427,675.54
481,481,30,6.05,1.0,-0.293,79.24,3.5169,589.14
482,482,30,5.8812,1.2045,-0.337,53.23,3.9303,595.03
483,483,31,5.48,1.2737,-0.271,43.22,3.4132,604.05
484,484,31,5.59,1.2844,-0.165,60.12,3.6887,609.89
485,485,31,5.74,1.284,-0.238,33.22,3.3922,518.22
486,486,30,5.98,1.0,-0.47,88.07,3.0222,524.26
487,487,30,6.0,1.0,-0.305,89.02,2.9963,514.59
488,488,30,6.23,1.0,-0.078,90.25,2.9963,459.67
489,489,31,5.54,1.2094,-0.408,57.19,2.2321,402.67
490,490,31,5.6027,1.2236,-0.255,57.84,2.255,388.72
491,491,31,5.6517,1.3041,-0.235,54.27,2.1901,345.09
492,492,32,5.44,1.2647,-0.244,11.35,2.0423,372.1
493,493,32,5.55,1.2739,-0.126,5.58,2.1318,363.14
494,494,32,5.69,1.29,-0.202,14.36,2.0536,320.57
495,495,31,5.97,1.0,-0.507,68.55,1.8182,316.99
496,496,31,5.99,1.0,-0.35,79.65,1.8169,313.6
497,497,31,5.74,1.2683,-0.129,44.6,1.4926,230.84
498,498,32,5.89,1.0,-0.476,76.67,1.0025,182.0
499,499,32,5.98,1.0,-0.314,81.8,1.0053,174.39
500,500,32,6.21,1.0,-0.289,83.44,1.0021,155.23
501,501,33,5.58,1.1667,-0.302,47.07,0.5346,97.84
502,502,33,5.68,1.1813,-0.18,63.21,0.5882,100.79
503,503,33,5.77,1.2322,-0.266,38.14,0.387,60.65
504,504,26,6.07,1.0,-0.639,0.0,0.0,0.0
505,505,26,6.06,1.0,-0.5820000000000001,0.0,0.0,0.0
506,506,26,6.29,1.0,-0.466,0.0,0.0,0.0
507,507,27,5.9449,1.0004,-0.65,0.0,0.0,0.0
508,508,27,6.029,1.0038,-0.5770000000000001,0.0,0.0,0.0
509,509,27,6.27,1.0,-0.594,0.0,0.0,0.0
510,510,28,5.4217,1.3115,-0.652,0.0,0.0,0.0
511,511,28,5.64,1.2482,-0.539,0.0,0.0,0.0
512,512,28,6.2648,0.9992,-0.556,0.0,0.0,0.0
513,513,27,5.8913,1.0019,-0.633,0.0,0.0,0.0
514,514,27,5.8876,1.0019,-0.5529999999999999,0.0,0.0,0.0
515,515,27,6.13,1.0,-0.359,0.0,0.0,0.0
516,516,28,5.79,1.0,-0.639,0.0,0.0,0.0
517,517,28,5.7,1.1018,-0.517,0.01,0.0,0.0
518,518,28,6.1136,1.0039,-0.473,0.0,0.0,0.0
519,519,29,5.0499,1.5157,-0.617,0.0,0.0,0.0
520,520,29,5.2131,1.479,-0.444,0.0,0.0,0.0
521,521,29,6.13,1.0,-0.373,0.0,0.0,0.0
522,522,28,5.8,1.0,-0.389,0.0,0.0,0.0
523,523,28,5.8,1.0,-0.287,0.0,0.0,0.0
524,524,28,6.0349,1.0016,-0.055,0.0,0.0,0.0
525,525,29,5.3178,1.2359,-0.3720000000000001,22.22,0.2666,53.21
526,526,29,5.29,1.327,-0.23,84.42,0.9729,183.72
527,527,29,6.05,1.0,-0.14300000000000002,64.62,0.8256,138.3
528,528,30,4.91,1.5519,-0.365,0.0,0.0001,0.02
529,529,30,5.0985,1.4979,-0.161,40.43,1.1153,208.4
530,530,30,5.7,1.2088,-0.076,40.57,1.7254,285.92
531,531,29,5.8,1.0,-0.271,2.89,3.2235,612.87
532,532,29,5.35,1.2729,-0.168,57.32,3.0618,582.71
533,533,29,6.0576,1.0072,0.039,24.99,3.5757,592.51
534,534,30,5.35,1.2093,-0.252,9.55,2.785,557.88
535,535,30,5.45,1.211,-0.111,10.61,2.988,565.42
536,536,30,6.0582,1.0045,-0.079,22.04,3.4658,575.62
537,537,31,5.01,1.4511,-0.207,63.89,2.7689,562.89
538,538,31,5.2,1.4135,-0.031,71.83,3.0505,569.38
539,539,31,6.07,1.0,-0.017,24.51,3.4429,571.06
540,540,30,5.7803,1.0073,-0.411,27.04,4.0646,775.08
541,541,30,5.8,1.0052,-0.298,26.15,4.0599,767.92
542,542,30,6.07,1.0,-0.108,30.31,4.2086,698.07
543,543,31,5.7,1.0,-0.374,35.26,3.8367,768.53
544,544,31,5.81,1.0,-0.238,18.73,3.9532,747.73
545,545,31,6.065,0.9986,-0.21,18.59,4.079,679.19
546,546,32,5.05,1.4238,-0.307,3.14,4.0858,826.59
547,547,32,5.26,1.3726,-0.151,12.84,4.1546,771.52
548,548,32,5.9494,1.0604,-0.13699999999999998,1.62,3.9848,662.01
549,549,31,5.21,1.3301,-0.34,30.55,3.1879,628.67
550,550,31,5.2,1.35,-0.232,26.64,3.2602,637.13
551,551,31,6.02,1.0,-0.006,57.78,3.352,569.96
552,552,32,5.1,1.351,-0.316,49.48,3.0329,627.81
553,553,32,5.86,0.9539,-0.14800000000000002,25.32,3.2627,630.52
554,554,32,6.027,0.9943,-0.101,26.91,3.2552,554.76
555,555,33,4.94,1.4717,-0.233,42.51,3.3896,708.74
556,556,33,5.12,1.4434,-0.058,57.7,3.5703,683.67
557,557,33,6.02,1.0,-0.012,53.93,3.3321,566.57
558,558,32,5.11,1.3757,-0.32299999999999995,62.79,1.9357,391.17
559,559,32,5.12,1.3828,-0.201,55.98,2.0227,404.28
560,560,32,5.39,1.3525,0.042,63.67,2.0404,357.39
561,561,33,5.01,1.3852,-0.32,70.69,1.4696,312.96
562,562,33,5.11,1.3836,-0.14800000000000002,71.88,1.5935,320.2
563,563,33,5.4,1.3333,-0.071,61.74,1.4903,263.32
564,564,34,4.92,1.4533,-0.21600000000000005,66.06,2.1333,457.24
565,565,34,5.06,1.4506,-0.039,70.2,2.2149,437.2
566,566,34,5.33,1.379,-0.017,49.9,1.482,263.29
567,567,33,5.2039,1.2978,-0.413,0.0,0.0001,0.02
568,568,33,5.22,1.2989,-0.289,0.08,0.0002,0.04
569,569,33,5.44,1.307,-0.068,0.0,0.0001,0.02
570,570,34,5.07,1.3333,-0.422,0.0,0.0,0.0
571,571,34,5.17,1.3327,-0.259,0.0,0.0,0.0
572,572,34,5.4,1.3296,-0.207,0.0,0.0,0.0
573,573,35,4.97,1.3984,-0.303,0.0,0.0,0.0
574,574,35,5.1,1.4098,-0.14300000000000002,0.0,0.0,0.0
575,575,35,5.36,1.3563,-0.153,0.0,0.0,0.0
576,576,13,6.03,1.0,0.401,18.18,4.9901,844.28
577,577,13,6.32,1.0,0.545,100.0,5.0,734.76
578,578,14,5.85,1.0,0.189,100.0,4.0,741.17
579,579,14,5.95,1.0,0.217,100.0,4.0,704.43
580,580,14,6.25,1.0016,0.274,100.0,4.0,606.81
581,581,15,5.24,1.2729,-0.226,15.57,2.5301,512.48
582,582,15,5.52,1.2065,-0.009000000000000001,100.0,3.0,548.4
583,583,15,6.18,0.9984,0.124,100.0,3.0,472.27
584,584,14,5.83,1.0,0.5820000000000001,22.14,0.0511,9.57
585,585,14,5.82,1.0,0.527,25.64,0.0306,5.76
586,586,14,6.17,1.0,0.7240000000000001,75.86,0.022,3.47
587,587,15,5.6,1.0,0.261,12.54,0.5936,125.39
588,588,15,5.75,1.0,0.343,8.96,0.2213,43.18
589,589,15,6.11,1.0,0.459,15.96,0.2123,34.53
590,590,16,5.5,1.0,-0.177,0.0,0.0,0.0
591,591,16,5.65,1.0035,0.103,0.0,0.0001,0.02
592,592,16,6.0579,1.0037,0.273,36.81,0.9107,151.41
593,593,15,5.82,1.0,0.583,18.74,0.5127,96.48
594,594,15,5.8,1.0,0.5379999999999999,11.69,0.4375,83.18
595,595,15,6.2,1.0,0.7140000000000001,26.48,0.3186,49.59
596,596,16,5.5,1.0,0.277,0.0,0.0,0.0
597,597,16,5.74,1.0017,0.39,25.13,0.366,71.67
598,598,16,6.14,1.0016,0.483,39.35,0.2591,41.46
599,599,17,5.4,1.0019,-0.158,5.8,0.5387,126.67
600,600,17,5.6346,0.9976,0.14300000000000002,18.41,0.7717,160.41
601,601,17,6.09,0.9951,0.31,22.7,0.2184,36.05
602,602,16,5.8,1.0,0.4920000000000001,33.95,0.4724,89.82
603,603,16,5.79,1.0,0.439,37.59,0.5086,97.2
604,604,16,6.21,1.0,0.619,50.76,0.1864,28.87
605,605,17,5.476,0.9947,0.156,2.08,0.04,9.08
606,606,17,5.7,1.0035,0.262,63.35,0.0804,16.05
607,607,17,6.13,1.0033,0.36,40.92,0.054000000000000006,8.67
608,608,18,5.42,1.0018,-0.264,99.59,0.0016,0.37
609,609,18,5.71,1.0,-0.009000000000000001,100.0,0.0,0.0
610,610,18,6.1,1.0,0.151,22.99,0.1937,31.66
611,611,17,5.65,1.0,0.489,2.95,0.6405,131.73
612,612,17,5.67,1.0,0.452,9.19,0.6888,140.18
613,613,17,6.07,1.0,0.6970000000000001,89.2,0.9971,165.39
614,614,18,5.45,1.0037,0.141,24.26,0.0504,11.51
615,615,18,5.65,1.0,0.249,100.0,0.0,0.0
616,616,18,6.01,1.0,0.417,100.0,0.0,0.0
617,617,19,5.42,1.0,-0.219,23.39,0.8564,199.53
618,618,19,5.6242,1.0011,0.059,1.52,0.7974,166.09
619,619,19,5.9685,1.0029,0.28,68.79,0.5241,91.18
620,620,19,5.73,1.0,0.483,68.61,3.0007,591.68
621,621,19,5.11,1.4227,-0.006999999999999999,32.83,3.1048,606.71
622,622,19,6.07,1.0,0.221,20.87,3.6663,608.12
623,623,20,5.52,1.0,-0.188,56.87,1.7846,393.6
624,624,20,5.67,0.9982,-0.125,23.11,2.3915,487.55
625,625,20,6.0,1.0,-0.009000000000000001,10.31,3.0109,517.09
626,626,21,5.45,1.0037,-0.5529999999999999,37.81,1.9501,445.25
627,627,21,5.64,0.9982,-0.328,2.0,2.0371,421.96
628,628,21,5.95,1.005,-0.149,11.96,2.4288,425.58
629,629,14,5.8,1.0,0.215,4.5,0.1073,20.4
630,630,14,5.82,0.9966,0.17800000000000002,40.69,0.2477,46.77
631,631,14,6.1467,1.0058,0.375,80.9,0.5819,92.41
632,632,15,5.64,1.0,-0.099,0.0,0.0007,0.14
633,633,15,5.77,1.0017,-0.018000000000000002,12.39,0.3994,76.99
634,634,15,6.13,1.0,0.07400000000000001,84.11,2.8847,464.56
635,635,16,5.56,1.0,-0.527,51.6,1.8155,391.83
636,636,16,5.7415,1.0049,-0.298,89.02,1.9946,389.03
637,637,16,6.09,0.9984,-0.165,67.2,1.7332,285.13
638,638,15,5.7,1.0,0.28300000000000003,38.46,0.3961,79.34
639,639,15,5.74,1.0,0.254,18.16,0.0724,14.2
640,640,15,6.11,1.0,0.476,2.72,0.2734,44.46
641,641,16,5.5,1.0,-0.064,0.0,0.0,0.0
642,642,16,5.68,1.0018,0.055,44.82,0.7845,158.53
643,643,16,6.04,1.0,0.18600000000000005,23.14,1.0984,184.92
644,644,17,5.4033,1.0039,-0.539,20.99,0.8574,200.83
645,645,17,5.5948,1.0018,-0.243,100.0,1.0,211.45
646,646,17,5.9233,1.0025,-0.034,100.0,1.0,178.06
647,647,16,5.7,1.0,0.362,3.04,0.6879,137.79
648,648,16,5.74,1.0,0.348,2.11,0.6003,117.75
649,649,16,6.15,1.0,0.541,3.98,0.3067,48.91
650,650,17,5.42,1.0,-0.027000000000000003,13.76,0.7368,171.66
651,651,17,5.5710000000000015,1.0043,0.123,100.0,1.0,213.63
652,652,17,6.06,0.9967,0.269,7.3,0.3062,51.21
653,653,18,5.3,0.9981,-0.46,0.0,0.0,0.0
654,654,18,5.5142,1.0037,-0.101,100.0,0.0,0.0
655,655,18,5.9519,1.0028,0.097,80.31,0.014,2.46
656,656,17,5.6,1.0,0.28,18.84,0.6878,145.29
657,657,17,5.71,0.9982,0.273,43.75,0.4457,88.97
658,658,17,6.12,1.0,0.48,26.16,0.0511,8.27
659,659,18,5.3671,1.0081,-0.098,30.23,0.0067,1.59
660,660,18,5.5844,0.9997,0.047,100.0,0.0,0.0
661,661,18,6.05,0.9967,0.184,32.15,0.1741,29.26
662,662,19,5.33,1.0019,-0.419,99.14,1.0,244.53
663,663,19,5.627000000000002,1.0017,-0.131,100.0,1.0,207.85
664,664,19,6.01,0.9983,0.044,100.0,1.0,171.17
665,665,18,5.52,1.0,0.292,76.01,0.0013,0.29
666,666,18,5.5636,1.0033,0.299,80.4,0.0067,1.44
667,667,18,5.96,1.0034,0.589,100.0,0.0001,0.02
668,668,19,5.33,1.0019,0.011,0.0,0.0007,0.17
669,669,19,5.57,1.0,0.162,84.0,0.9789,210.14
670,670,19,5.92,1.0,0.353,65.18,0.9666,172.83
671,671,20,5.32,1.0,-0.306,80.06,1.9591,482.67
672,672,20,5.51,0.9982,0.005,96.56,1.9986,444.0
673,673,20,5.84,1.0,0.235,3.07,3.4443,641.49
674,674,20,5.65,1.0,-0.018000000000000002,44.26,3.0218,621.51
675,675,20,5.66,1.0,0.209,28.89,3.2206,658.89
676,676,20,6.0,1.0,0.161,37.12,3.7194,638.77
677,677,21,5.48,0.9982,-0.21600000000000005,12.77,2.6009,587.36
678,678,21,5.62,0.9947,-0.132,0.4,2.7411,575.93
679,679,21,5.96,0.9983,-0.044,30.36,3.3945,595.79
680,680,22,5.36,1.0037,-0.464,7.63,1.7592,422.21
681,681,22,5.6,1.0,-0.011,30.64,2.8991,612.39
682,682,22,5.9,0.9966,-0.136,12.88,3.1341,568.01
683,683,15,5.74,1.0,-0.021,53.72,0.373,73.16
684,684,15,5.72,1.0,-0.038,3.36,0.0065,1.29
685,685,15,6.08,1.0,0.206,0.62,0.4602,75.96
686,686,16,5.6,1.0,-0.342,22.22,1.0161,214.63
687,687,16,5.71,1.0,-0.253,31.15,1.4445,287.83
688,688,16,6.0149,1.0026,-0.135,0.53,1.5985,271.79
689,689,17,5.4527,1.0044,-0.802,60.74,0.8837,201.32
690,690,17,5.6547,1.0008,-0.55,88.95,0.9896,202.87
691,691,17,5.9534,1.0004,-0.382,66.7,0.955,167.84
692,692,16,5.6,1.0,0.108,15.87,0.8768,185.21
693,693,16,5.61,1.0,0.121,10.78,0.6117,128.52
694,694,16,5.97,1.0,0.421,40.22,0.075,13.08
695,695,17,5.44,1.0,-0.306,15.05,0.745,171.67
696,696,17,5.5578,1.0023,-0.157,64.87,1.0,215.58
697,697,17,5.8667,1.0026,0.054000000000000006,47.5,0.9593,175.78
698,698,18,5.3138,1.0038,-0.804,0.0,0.0,0.0
699,699,18,5.4855,1.0025,-0.468,0.0,0.0,0.0
700,700,18,5.7758,1.0021,-0.211,0.0,0.0,0.0
701,701,17,5.48,1.0,0.205,6.07,0.6708,151.21
702,702,17,5.49,1.0,0.242,44.83,0.8115,181.93
703,703,17,5.99,1.0,0.5660000000000001,99.98,0.9999,172.59
704,704,18,5.3284,1.0043,-0.231,0.0,0.0,0.0
705,705,18,5.4448,1.0025,-0.025,0.0,0.0,0.0
706,706,18,5.8445,1.0,0.247,100.0,0.0,0.0
707,707,19,5.2921,0.9978,-0.465,87.54,0.9732,244.1
708,708,19,5.4814,0.9961,-0.13699999999999998,100.0,1.0,226.12
709,709,19,5.81,1.0,0.08900000000000001,100.0,1.0001,189.17
710,710,18,5.42,1.0018,0.157,0.0,0.0001,0.02
711,711,18,5.49,1.0,0.214,3.74,0.0115,2.58
712,712,18,5.9505,1.0003,0.523,20.59,0.5455,96.01
713,713,19,5.3211,1.0008,-0.155,92.28,0.9718,239.09
714,714,19,5.4714,0.9954,0.033,100.0,1.0,227.53
715,715,19,5.92,1.0,0.222,100.0,1.0,178.8
716,716,20,5.32,0.9981,-0.424,100.0,2.0,493.67
717,717,20,5.51,1.0,-0.134,100.0,2.0,443.51
718,718,20,5.84,1.0,0.052000000000000005,100.0,2.0,372.49
719,719,19,5.5,1.0,0.236,100.0,2.9999,668.88
720,720,19,5.54,0.9982,0.268,7.04,3.1997,699.35
721,721,19,5.91,1.0017,0.512,51.65,4.5674,819.41
722,722,20,5.3404,1.0031,-0.078,98.27,1.9993,485.46
723,723,20,5.48,1.0,0.091,75.12,2.0647,465.42
724,724,20,5.85,1.0,0.246,23.34,4.0232,745.47
725,725,21,5.31,1.0,-0.35,51.25,2.9346,727.1
726,726,21,5.49,1.0,-0.071,93.76,2.999,672.34
727,727,21,5.78,1.0,0.093,100.0,3.0,576.32
728,728,21,5.56,1.0018,0.146,67.73,2.7029,582.31
729,729,21,5.58,1.0,0.175,12.83,2.7949,596.75
730,730,21,5.89,0.9983,0.4,14.58,2.9071,528.66
731,731,22,5.4,1.0037,0.002,46.55,1.9655,461.33
732,732,22,5.56,1.0,0.11,49.63,2.4891,537.21
733,733,22,5.87,0.9983,0.2,54.16,2.7495,505.13
734,734,23,5.29,1.0,-0.232,36.46,0.1164,29.17
735,735,23,5.52,1.0,0.018000000000000002,26.68,2.2393,493.88
736,736,23,5.83,1.0034,0.122,46.72,2.5198,470.11
737,737,15,5.94,1.0,-0.275,31.68,0.2434,43.08
738,738,15,5.94,1.0,-0.228,1.38,0.0087,1.54
739,739,15,6.19,1.0,0.004,3.34,0.0144,2.25
740,740,16,5.82,1.0017,-0.424,0.0,0.0004,0.08
741,741,16,5.92,1.0,-0.332,2.18,0.0257,4.6
742,742,16,6.2044,0.9992,-0.256,0.0,0.0002,0.03
743,743,17,5.7261,1.0011,-0.7290000000000001,0.0,0.0,0.0
744,744,17,5.89,1.0,-0.536,0.0,0.0,0.0
745,745,17,6.1404,1.0035,-0.459,0.0,0.0003,0.05
746,746,16,5.8262,1.0009,-0.053,25.3,1.6167,302.97
747,747,16,5.8303,1.0024,0.022,28.22,1.5522,289.84
748,748,16,6.11,1.0,0.305,22.33,1.7241,280.39
749,749,17,5.7,1.0,-0.259,48.49,0.6134,122.87
750,750,17,5.8,1.0017,-0.121,50.73,0.6805,129.16
751,751,17,5.83,1.0,0.021,73.0,0.942,176.35
752,752,18,5.6167,1.0022,-0.609,0.0,0.0,0.0
753,753,18,5.7621,1.0043,-0.358,0.0,0.0,0.0
754,754,18,6.018,1.004,-0.222,0.0,0.0,0.0
755,755,17,5.73,1.0,0.145,35.7,0.6995,137.93
756,756,17,5.74,1.0,0.24,17.3,0.6785,133.09
757,757,17,6.15,1.0,0.522,37.08,2.6998,430.56
758,758,18,5.6119,1.0039,-0.115,0.0,0.0,0.0
759,759,18,5.7074,1.0067,0.059,0.0,0.0,0.0
760,760,18,5.99,0.9983,0.246,0.0,0.0,0.0
761,761,19,5.5796,0.9964,-0.281,90.19,0.9958,213.42
762,762,19,5.7409,0.9978,-0.03,100.0,1.0,196.49
763,763,19,6.01,0.9983,0.107,100.0,1.0,171.17
764,764,18,5.67,1.0018,0.128,0.0,0.0004,0.08
765,765,18,5.69,1.0,0.236,50.95,0.1057,21.28
766,766,18,6.15,1.0,0.421,100.0,4.0,637.91
767,767,19,5.6,1.0036,-0.058,93.19,0.9897,208.31
768,768,19,5.72,1.0,0.104,100.0,1.0109,200.38
769,769,19,6.13,1.0,0.158,31.68,3.8907,626.58
770,770,20,5.5888,1.0034,-0.28,100.0,2.0,423.56
771,771,20,5.7574,1.0006,-0.053,100.0,2.0,388.51
772,772,20,6.0633,1.0044,0.022,48.53,3.0196,500.33
773,773,19,5.7885,0.9993,0.17800000000000002,90.95,3.0007,574.3
774,774,19,5.66,1.0018,0.28600000000000003,63.75,2.9927,611.19
775,775,19,6.08,1.0,0.505,64.84,3.4353,567.0
776,776,20,5.64,1.0,-0.036000000000000004,50.79,2.1657,447.8
777,777,20,5.747999999999998,1.0023,0.099,12.84,2.3091,450.0
778,778,20,6.0255,1.0001,0.206,58.25,2.8276,479.44
779,779,21,5.59,1.0,-0.229,41.71,2.6572,564.31
780,780,21,5.76,1.0,-0.012,6.65,2.8648,556.1
781,781,21,6.03,1.0,0.053,100.0,3.0002,507.6
782,782,21,5.74,1.0,-0.109,46.69,1.4444,283.32
783,783,21,5.75,1.0,-0.03,41.52,1.1107,216.73
784,784,21,6.04,1.0,0.521,69.32,1.6147,271.84
785,785,22,5.6132,1.0,-0.28,47.24,0.8029999999999999,168.43
786,786,22,5.7229,1.0024,-0.154,39.11,0.7273,143.6
787,787,22,5.9913,1.0012,-0.06,51.46,0.7544,129.97
788,788,23,5.56,0.9982,-0.472,0.0,0.0,0.0
789,789,23,5.72,0.9983,-0.262,0.0,0.0,0.0
790,790,23,5.99,0.9967,-0.201,0.0,0.0,0.0
791,791,16,5.7,1.0,-0.238,63.36,1.048,209.92
792,792,16,5.71,1.0,-0.246,67.93,1.0926,217.71
793,793,16,5.99,1.0,0.006,61.13,1.33,229.56
794,794,17,5.577000000000001,0.9953,-0.59,78.74,0.9998,214.82
795,795,17,5.6437,1.0052,-0.498,51.17,0.9734,199.84
796,796,17,5.9309,1.0038,-0.36,71.31,0.9647,170.89
797,797,18,5.4288,1.0039,-1.109,0.0,0.0,0.0
798,798,18,5.61,1.0,-0.852,0.0,0.0,0.0
799,799,18,5.8771,1.0017,-0.67,0.0,0.0,0.0
800,800,17,5.56,1.0,-0.093,58.1,0.6878,148.44
801,801,17,5.56,1.0,-0.068,82.6,0.8593,185.46
802,802,17,5.86,1.0,0.266,89.94,0.967,178.26
803,803,18,5.41,1.0,-0.5479999999999999,0.0,0.0,0.0
804,804,18,5.4982,1.0036,-0.391,0.0,0.0,0.0
805,805,18,5.79,1.0,-0.16399999999999998,0.0,0.0,0.0
806,806,19,5.3587,0.998,-0.643,92.65,0.9949,240.32
807,807,19,5.5264,0.9988,-0.363,100.0,1.0,220.05
808,808,19,5.8092,1.0017,-0.182,100.0,1.0,188.9
809,809,18,5.45,1.0042,0.033,0.0,0.0,0.0
810,810,18,5.4451,1.0055,0.078,0.0,0.0,0.0
811,811,18,5.7643,1.0036,0.465,0.0,0.0,0.0
812,812,19,5.3575,1.0026,-0.203,99.6,1.0,240.62
813,813,19,5.4726,1.003,-0.035,100.0,1.0,225.65
814,814,19,5.78,1.0017,0.16699999999999998,100.0,1.0,191.78
815,815,20,5.3249,1.0041,-0.362,100.0,2.0,489.39
816,816,20,5.5192,1.0001,-0.104,100.0,2.0,441.25
817,817,20,5.8075,1.0004,0.036000000000000004,100.0,2.0,378.65
818,818,19,5.45,1.0018,0.078,78.09,1.0396,237.8
819,819,19,5.46,1.0,0.139,96.21,1.0028,228.54
820,820,19,5.93,1.0,0.344,19.49,4.3243,769.27
821,821,20,5.356,1.0041,-0.209,100.0,2.0,480.89
822,822,20,5.49,1.0018,-0.057,100.0,2.0,447.56
823,823,20,5.8366,1.0033,0.079,25.61,2.9147,542.02
824,824,21,5.34,1.0,-0.443,100.0,3.0,730.84
825,825,21,5.53,1.0,-0.211,100.0,3.0,658.07
826,826,21,5.82,1.0,-0.108,100.0,3.0,564.52
827,827,20,5.5,0.9982,0.043,63.28,2.6218,585.64
828,828,20,5.51,0.9982,0.107,65.16,2.679,595.16
829,829,20,5.8,1.0,0.373,67.92,3.3909,644.7
830,830,21,5.3621,1.0043,-0.204,86.36,2.9966,717.99
831,831,21,5.5,1.0,-0.061,100.0,3.0,668.9
832,832,21,5.79,0.9983,0.064,100.0,3.0,574.33
833,833,22,5.35,1.0,-0.348,12.31,3.8481,932.21
834,834,22,5.53,1.0018,-0.13,65.6,3.9795,871.36
835,835,22,5.81,1.0,-0.033,52.37,3.9793,752.67
836,836,22,5.49,1.0,0.462,69.46,1.0288,230.64
837,837,22,5.5,1.0018,0.5329999999999999,68.46,1.1276,250.96
838,838,22,5.81,0.9983,0.765,81.9,1.4494,274.62
839,839,23,5.34,1.0019,0.28800000000000003,0.0,0.0,0.0
840,840,23,5.4495,1.0042,0.422,0.0,0.0002,0.05
841,841,23,5.7409,1.0028,0.504,0.0,0.0002,0.04
842,842,24,5.28,1.0019,0.141,5.49,0.2689,67.64
