,Unnamed: 0,bulk_modulus,shear_modulus,suspect_value,Allred-Rochow_EN_feat_1,Allred-Rochow_EN_feat_2,Allred-Rochow_EN_feat_3,Allred-Rochow_EN_feat_4,Gillman_number_VE_feat_1,Gillman_number_VE_feat_2,Gillman_number_VE_feat_3,Gillman_number_VE_feat_4,Gilman_electron_density,Gordy_EN_feat_1,Gordy_EN_feat_2,Gordy_EN_feat_3,Gordy_EN_feat_4,Laue_class,Martynov_EN_feat_1,Martynov_EN_feat_2,Martynov_EN_feat_3,Martynov_EN_feat_4,Mendeleev_number_feat_1,Mendeleev_number_feat_2,Mendeleev_number_feat_3,Mendeleev_number_feat_4,Mulliken_EN_feat_1,Mulliken_EN_feat_2,Mulliken_EN_feat_3,Mulliken_EN_feat_4,Pauling_EN_feat_1,Pauling_EN_feat_2,Pauling_EN_feat_3,Pauling_EN_feat_4,Zungar_radius_feat_1,Zungar_radius_feat_2,Zungar_radius_feat_3,Zungar_radius_feat_4,anisotropy,atomic_number_feat_1,atomic_number_feat_2,atomic_number_feat_3,atomic_number_feat_4,atomic_radius_feat_1,atomic_radius_feat_2,atomic_radius_feat_3,atomic_radius_feat_4,atomic_weight_feat_1,atomic_weight_feat_2,atomic_weight_feat_3,atomic_weight_feat_4,boiling_point_feat_1,boiling_point_feat_2,boiling_point_feat_3,boiling_point_feat_4,cohesive_energy_feat_1,cohesive_energy_feat_2,cohesive_energy_feat_3,cohesive_energy_feat_4,covalent_radius_feat_1,covalent_radius_feat_2,covalent_radius_feat_3,covalent_radius_feat_4,crystal_class,crystal_radius_feat_1,crystal_radius_feat_2,crystal_radius_feat_3,crystal_radius_feat_4,crystal_system,density,density_feat_1,density_feat_2,density_feat_3,density_feat_4,electron_density,family_number_feat_1,family_number_feat_2,family_number_feat_3,family_number_feat_4,first_ionization_energy_feat_1,first_ionization_energy_feat_2,first_ionization_energy_feat_3,first_ionization_energy_feat_4,group_number_feat_1,group_number_feat_2,group_number_feat_3,group_number_feat_4,heat_of_atomization_feat_1,heat_of_atomization_feat_2,heat_of_atomization_feat_3,heat_of_atomization_feat_4,heat_of_fusion_feat_1,heat_of_fusion_feat_2,heat_of_fusion_feat_3,heat_of_fusion_feat_4,heat_of_vaporization_feat_1,heat_of_vaporization_feat_2,heat_of_vaporization_feat_3,heat_of_vaporization_feat_4,inversion_centre,ionic_radius_feat_1,ionic_radius_feat_2,ionic_radius_feat_3,ionic_radius_feat_4,melting_point_feat_1,melting_point_feat_2,melting_point_feat_3,melting_point_feat_4,metallic_valence_feat_1,metallic_valence_feat_2,metallic_valence_feat_3,metallic_valence_feat_4,number_VE_feat_1,number_VE_feat_2,number_VE_feat_3,number_VE_feat_4,number_d_electrons_feat_1,number_d_electrons_feat_2,number_d_electrons_feat_3,number_d_electrons_feat_4,number_outer_shell_electrons_feat_1,number_outer_shell_electrons_feat_2,number_outer_shell_electrons_feat_3,number_outer_shell_electrons_feat_4,number_p_electrons_feat_1,number_p_electrons_feat_2,number_p_electrons_feat_3,number_p_electrons_feat_4,number_s_electrons_feat_1,number_s_electrons_feat_2,number_s_electrons_feat_3,number_s_electrons_feat_4,outer_shell_electron_density,period_number_feat_1,period_number_feat_2,period_number_feat_3,period_number_feat_4,polar_axis,polarizability_feat_1,polarizability_feat_2,polarizability_feat_3,polarizability_feat_4,reduced_volume,space_group_number,specific_heat_feat_1,specific_heat_feat_2,specific_heat_feat_3,specific_heat_feat_4,thermal_conductivity_feat_1,thermal_conductivity_feat_2,thermal_conductivity_feat_3,thermal_conductivity_feat_4,valence_electron_density,volume_per_atom
1179,1179,240.74394255392602,110.72954740476001,False,3.345,3.63,1.53,1.72,6.0,6,3,3,0.417784849135035,13.18225,19.9603,3.2021,7.7208,5,3.975,3.51,1.91,2.22,117.5,143,46,63,10.2,13.2,3.6,5.6,4.235,5.21,1.63,2.28,5.265,5.67,2.43,2.7,0.661456097160676,128.5,211,23,78,2.7,2.7,1.35,1.35,318.09075,534.2985,50.9415,195.08,7976.8,8647.3,3653.15,4100.15,11.415,12.21,5.31,5.84,2.56,2.68,1.22,1.3,16,1.45,1.54,0.68,0.74,4,18.39,35.155,58.09,6.11,21.4,0.261115530709397,8.0,8,4,4,1627.5,1953,651,868,17.5,25,5,10,1104.5,1181,514,565,39.85,37.9,19.6,20.9,765.2260000000001,1529.5479999999998,0.452,510.0,1,2.7,2.7,1.35,1.35,4149.3,3972.3,2045.15,2163.15,11.17,12.34,5.0,5.78,17.5,25,5,10,15.0,24,3,9,2.5,1,1,2,0.0,0,0,0,2.5,1,1,2,0.208892424567517,11.0,14,4,6,0,15.95,7.1,6.5,12.4,57.45,139,0.44,0.1,0.13,0.49,122.75,184.1,30.7,71.6,1.0444621228375899,14.361459043864699
1180,1180,196.129885677965,87.6079702643045,False,2.24,2.24,1.12,1.68,4.5,7,1,4,0.283577811023378,9.13665,11.4647,3.4043,7.4345,11,2.575,2.33,1.41,1.87,66.0,108,12,60,6.995,7.61,3.19,5.4,2.81,3.18,1.22,2.2,4.098,2.316,2.628,2.94,1.0,96.5,115,39,77,2.25,0.9,1.35,1.8,236.672925,295.53415,88.90585,192.22,6208.225,5196.15,3610.15,4403.15,9.125,9.51,4.37,6.94,2.08,0.92,1.27,1.62,37,1.29,0.5,0.77,1.04,7,14.86,24.635,40.33,4.47,22.4,0.22686224881870198,5.5,5,3,4,1178.0,1156,600,878,10.5,15,3,9,876.5,907,423,665,31.8,40.8,11.4,26.1,785.5,845.0,363.0,604.0,1,2.275,0.85,1.35,1.85,3581.225,3570.15,1796.15,2683.15,7.28,8.56,3.0,5.78,10.5,15,3,9,7.5,13,1,7,3.0,2,2,2,0.0,0,0,0,3.0,2,2,2,0.22686224881870198,8.5,7,5,6,0,18.95,7.5,7.6,22.7,105.77,227,0.28,0.04,0.13,0.3,155.6,276.8,17.2,147.0,0.6805867464561061,17.6318449668398
1181,1181,156.590415618318,43.5139544760809,False,3.765,2.01,1.38,1.59,6.5,5,2,3,0.326478242012433,8.8179,5.0922,3.1359,3.7880000000000003,3,4.98,2.52,1.86,2.08,136.0,100,43,62,10.125,6.45,3.45,4.45,4.84,3.52,1.54,2.2,6.255,2.19,2.45,2.58,0.54570252068567,91.0,94,22,46,3.5,1.4,1.4,1.4,207.51,223.5,47.88,106.42,8679.875,3119.15,3413.15,3560.15,10.685,1.97,3.89,4.85,3.24,1.2,1.28,1.32,8,1.92,0.84,0.75,0.78,3,9.0,22.54,26.92,4.54,12.0,0.18282781552696303,10.0,4,4,4,1865.0,1094,659,804,19.0,22,4,10,1037.0,194,378,470,41.85,21.9,15.45,17.6,956.5,229.0,357.0,421.0,1,3.5,1.4,1.4,1.4,4673.875,1615.15,1827.15,1933.15,12.67,9.34,4.0,5.78,19.0,22,4,10,17.0,26,2,10,2.0,4,0,2,0.0,0,0,0,2.0,4,0,2,0.130591296804973,11.5,7,4,5,0,21.8,14.8,4.8,14.6,153.22,63,0.88,0.32,0.24,0.52,129.6,171.6,21.9,71.8,0.9141390776348131,15.314956271449098
1182,1182,278.17399801084497,232.18453172272498,False,6.397,3.614,1.53,2.051,10.5,3,3,3,0.6914280672316051,13.99335,8.7741,3.2021,4.5951,3,7.13,0.94,1.9,2.22,213.0,150,46,72,13.98,6.36,3.6,4.29,6.525,3.27,1.63,2.04,5.235,4.11,0.795,2.43,0.476071428571429,44.5,49,5,23,3.725,0.650000000000001,0.85,1.35,98.03425,109.5805,10.811,50.9415,11126.025,333.15,2823.15,3653.15,19.585,7.31,5.31,5.81,3.47,0.38,0.82,1.22,8,1.52,1.04,0.25,0.68,3,5.36,13.845,8.97,2.34,6.11,0.131700584234592,18.0,12,4,6,2578.5,1251,651,801,33.5,37,5,13,1917.0,750,514,573,131.75,138.1,20.9,50.2,980.078,1957.444,0.452,489.7,1,3.725,0.650000000000001,0.85,1.35,7949.025,2919.15,2163.15,2352.15,13.5,3.0,3.0,5.0,13.5,3,3,5,4.5,9,0,3,9.0,6,2,3,2.0,4,0,1,7.0,2,2,2,0.576190056026338,10.0,4,2,4,0,24.6,25.2,3.0,12.4,60.71,71,2.775,2.61,0.49,1.02,100.05,15.9,27.0,30.7,0.921904089642141,8.67769227827744
1183,1183,228.470242117834,92.5587249299312,False,2.47,2.26,1.34,1.8,6.5,7,3,5,0.6054885783614721,6.7059,0.2642,3.4189999999999996,6.5738,9,2.64,1.4,1.67,1.94,79.0,62,48,55,6.115,4.01,4.06,4.11,2.58,2.16,1.5,1.83,3.505,1.43,2.11,2.79,0.741331701346389,62.5,21,26,73,2.125,1.35,1.4,1.45,146.32095,69.2539,55.847,180.9479,5872.225,348.150000000001,3023.15,5698.15,8.33,0.460000000000001,4.28,8.1,1.84,1.0,1.17,1.34,32,1.08,0.6,0.69,0.78,6,12.26,16.16,0.880000000000001,7.86,16.6,0.327972979945797,6.0,4,4,4,1142.5,763,761,762,10.5,11,5,8,809.0,54,418,782,29.6,4.0,13.8,31.6,721.1,43.8,349.6,743.0,1,2.125,1.35,1.4,1.45,3442.725,347.15,1808.15,3269.15,8.28,6.56,5.0,5.78,10.5,11,5,8,7.5,9,3,6,3.0,2,2,2,0.0,0,0,0,3.0,2,2,2,0.30274428918073604,7.0,2,4,6,0,14.95,3.7,8.4,13.1,158.59,194,0.51,0.74,0.14,0.44,108.95,102.9,57.5,80.2,0.9839189398373921,13.212470533546698
1184,1184,45.9050036476771,30.887701982217997,False,4.47,5.5,1.72,3.61,7.5,9,3,6,0.779750756125187,12.2307,9.0198,7.7208,8.3703,9,4.275,4.73,1.91,3.32,118.5,111,63,87,10.34,9.48,5.6,7.54,4.58,4.6,2.28,3.44,1.815,1.77,0.465,2.7,0.5818594138102329,47.0,62,8,78,1.275,0.15,0.6,1.35,113.5394,163.0812,15.9994,195.08,2140.225,3919.85,90.15,4100.15,5.54,0.6,2.62,5.84,1.38,0.16,0.73,1.3,29,1.58,1.68,0.74,1.21,6,10.89,10.70143,21.39714,0.00143,21.4,0.462074522148259,9.0,10,4,7,1748.0,1760,868,1314,21.0,22,10,16,531.5,67,249,565,10.02259,19.15482,0.22259,19.6,258.4099,503.1802,3.4099,510.0,0,1.275,0.15,0.6,1.35,1077.325,1935.65,54.75,2045.15,2.89,5.78,0.0,5.78,11.0,2,6,10,4.5,9,0,9,6.5,11,1,6,4.0,8,0,4,2.5,3,1,2,0.60647281031959,5.0,2,2,6,1,4.043,4.914,0.7929999999999999,6.5,69.24,186,0.985,1.71,0.13,0.92,35.82674,71.54652,0.026739999999999996,71.6,1.38622356644478,11.542149756575599
1185,1185,120.849419131651,62.781759029484995,False,2.258,1.004,1.38,1.756,3.5,1,2,3,0.306225594169794,5.2195,2.1046,3.1359,4.1672,9,2.71,2.02,1.7,1.86,80.0,12,43,74,5.05,3.7,3.2,3.45,2.445,1.27,1.54,1.81,3.4275,3.465,1.695,2.58,0.879890710382514,37.5,13,22,31,2.05,1.5,1.3,1.4,82.7415,26.037,47.88,69.723,4898.225,4444.15,2676.15,3560.15,6.255,6.89,2.81,4.85,1.95,1.38,1.26,1.32,32,1.13,0.74,0.75,0.76,6,5.61,7.49,3.18,4.54,5.9,0.14290527727923702,6.5,3,4,5,948.5,739,579,659,10.5,5,4,13,613.0,654,286,470,18.245,25.31,5.59,15.45,550.35,583.3,258.7,421.0,1,2.05,1.5,1.3,1.4,2084.625,3563.35,302.95,1933.15,5.72,4.56,3.44,4.0,5.5,5,3,4,2.0,4,0,2,3.5,1,2,3,0.5,1,0,1,3.0,2,2,2,0.306225594169794,6.0,4,4,4,0,18.65,21.1,8.1,14.6,97.95,194,0.705,0.67,0.37,0.52,42.2,3.2,21.9,40.6,0.42871583183771095,16.327831818093
1186,1186,119.53757798312901,45.0301364128197,False,2.28,0.72,1.32,1.92,3.0,2,2,2,0.19617571851621698,7.44165,1.0749,3.4521,7.9791,5,2.295,2.21,1.19,1.7,77.0,22,44,66,6.525,1.51,3.64,5.77,2.6,0.12,1.33,2.54,4.155,2.99,2.66,2.825,0.522804702313235,79.5,1,40,79,2.225,1.75,1.35,1.55,189.70727,14.51854,91.22399999999999,196.96653999999998,6326.725,5947.15,3353.15,4650.15,8.155,8.69,3.81,6.25,2.12,1.56,1.34,1.45,16,1.615,0.21,0.86,1.51,4,10.3,16.16,6.28,6.51,19.3,0.24521964814527103,6.0,4,4,4,1085.0,390,640,890,9.5,3,4,11,792.0,852,366,609,23.175,21.25,12.55,16.9,225.4,218.0,58.2,334.4,1,2.225,1.75,1.35,1.55,2793.725,2913.15,1337.15,2125.15,6.72,2.56,4.0,5.44,9.5,3,4,11,7.0,6,2,10,2.5,3,1,2,0.0,0,0,0,2.5,3,1,2,0.147131788887163,8.0,4,5,6,0,20.95,29.7,6.1,17.9,61.19,139,0.33399999999999996,0.41200000000000003,0.128,0.27,181.2,271.6,22.7,317.0,0.735658944435814,20.3898832651368
1187,1187,54.093989099771605,13.9009964895024,False,2.5839999999999996,1.9880000000000002,1.59,1.7890000000000001,4.5,3,3,3,0.277940295807383,6.5558,5.5356,3.7880000000000003,4.6618,5,2.73,1.3,1.69,2.08,107.0,90,62,76,5.425,1.95,3.2,4.45,2.72,1.04,1.62,2.2,3.46,2.02,2.235,2.45,0.9040547945205479,104.0,116,46,81,2.6,2.4,1.4,1.9,257.5933,302.3466,106.42,204.3833,3436.725,47.150000000000105,1730.15,3413.15,3.825,0.13,1.88,3.89,2.12,1.68,1.28,1.48,16,1.42,1.28,0.78,1.03,4,13.21,17.9,11.8,11.9,12.0,0.20073465808310997,7.0,6,4,5,991.0,374,589,804,18.0,16,10,13,371.0,14,182,378,12.942,9.316,4.1419999999999995,17.6,342.6,28.8,164.1,357.0,1,2.6,2.4,1.4,1.9,1489.725,674.85,576.15,1827.15,6.33,1.1,3.44,5.78,8.0,4,3,10,15.0,10,10,10,3.0,6,0,3,1.0,2,0,1,2.0,4,0,2,0.13897014790369197,8.5,7,5,6,0,10.0,10.4,4.8,7.6,129.48,140,0.25,0.02,0.13,0.24,82.0,20.4,46.1,71.8,0.6022039742493299,21.587369987395
1188,1188,104.778397226504,60.925149419743605,False,1.9069999999999998,1.054,1.38,2.434,4.0,4,2,6,0.455780510879849,4.44845,2.6251,3.1359,5.761,3,2.2,0.68,1.86,2.54,66.0,46,43,89,4.67,2.44,3.45,5.89,2.045,1.01,1.54,2.55,1.9325,1.295,1.285,2.58,0.688315406970199,28.0,12,22,34,1.275,0.25,1.15,1.4,63.42,31.08,47.88,78.96,2259.15,2602.0,958.15,3560.15,3.655,2.39,2.46,4.85,1.24,0.16,1.16,1.32,8,0.655,0.19,0.56,0.75,3,6.0,4.665,0.25,4.54,4.79,0.28486281929990503,5.5,3,4,7,800.0,282,659,941,10.0,12,4,16,348.5,243,227,470,11.072000000000001,8.756,6.694,15.45,229.35,383.3,37.7,421.0,1,1.275,0.25,1.15,1.4,1211.65,1443.0,490.15,1933.15,3.0,2.0,2.0,4.0,5.0,2,4,6,1.0,2,0,2,4.0,4,2,6,2.0,4,0,4,2.0,0,2,2,0.455780510879849,4.0,0,4,4,0,9.2,10.8,3.8,14.6,140.48,62,0.42,0.2,0.32,0.52,11.97,19.86,2.04,21.9,0.5697256385998111,17.5523082032547
1189,1189,171.87760425906,70.7402848844023,False,3.14,4.04,1.12,1.72,5.0,8,1,3,0.23754062121720398,13.28335,19.7581,3.4043,7.7208,11,3.57,4.32,1.41,1.91,100.5,177,12,63,9.995,13.61,3.19,5.6,4.03,5.62,1.22,2.28,5.52,5.16,2.7,2.94,1.0,136.5,195,39,78,2.925,2.25,1.35,1.8,337.072925,496.33415,88.90585,195.08,7955.3,8690.3,3610.15,4100.15,10.945,13.15,4.37,5.84,2.76,2.28,1.3,1.62,37,1.63,1.18,0.74,1.04,7,16.62,34.335,59.73,4.47,21.4,0.193001754738978,7.5,9,3,4,1602.0,2004,600,868,16.5,27,3,10,1059.0,1272,423,565,35.1,47.4,11.4,19.6,946.5,1167.0,363.0,510.0,1,2.95,2.2,1.35,1.85,3965.8,4339.3,1796.15,2045.15,10.17,14.34,3.0,5.78,16.5,27,3,10,14.0,26,1,9,2.5,1,1,2,0.0,0,0,0,2.5,1,1,2,0.17815546591290302,11.5,13,5,6,0,21.1,3.2,6.5,22.7,67.37,221,0.345,0.09,0.13,0.3,116.0,197.6,17.2,71.6,0.7720070189559131,16.839225137592198
1190,1190,190.516359414744,68.173703989181,False,2.23,2.14,1.16,1.65,5.0,6,2,4,0.394087457545998,6.4565,0.1722,3.2713,6.3704,11,2.865,2.27,1.73,2.0,71.5,53,45,49,5.62,3.64,3.72,3.8,2.31,2.02,1.3,1.66,3.895,1.97,2.44,2.91,1.0,60.0,24,24,72,2.175,1.25,1.4,1.55,141.2411,74.4978,51.9961,178.49,5381.725,1017.15,2945.15,4873.15,7.32,1.76,4.1,6.44,1.9,0.92,1.18,1.44,37,1.185,0.67,0.76,0.85,7,10.27,13.84,1.08,7.19,13.3,0.218937476414443,6.0,4,4,4,982.5,647,653,659,8.0,8,4,6,706.5,175,397,619,28.93,9.74,16.9,24.06,631.8,113.6,344.3,575.0,1,2.175,1.25,1.4,1.55,3380.225,1760.15,2130.15,2500.15,7.78,7.56,4.0,5.78,8.0,8,4,6,6.0,8,2,5,2.0,0,1,2,0.0,0,0,0,2.0,0,1,2,0.197043728772999,7.0,2,4,6,0,19.7,7.0,11.6,16.2,91.34,227,0.52,0.76,0.14,0.45,105.2,164.4,23.0,93.7,0.6568124292433289,15.2250468395069
1191,1191,127.080359333037,57.789719374094,False,4.276,2.392,1.54,1.824,11.0,2,4,5,0.47618748992423,10.5557,6.4442,3.6668,4.5926,5,4.79,1.7,1.88,1.97,176.0,128,56,80,10.95,3.9,4.3,4.5,5.14,1.48,1.96,2.2,5.425,0.43,1.88,2.605,0.7485550020755501,119.0,62,44,50,3.475,1.75,1.3,1.45,279.135,153.99,101.07,118.71,7987.875,716.8499999999989,2543.15,4173.15,11.45,4.06,3.14,6.74,3.365,1.73,1.25,1.41,15,1.855,0.43,0.69,0.82,4,9.81,23.365,2.87,7.31,12.4,0.126983330646461,11.5,7,4,5,1773.5,707,709,710,29.0,26,8,14,1096.0,380,302,643,34.5435,26.913,7.029,24.0,1038.7,302.6,295.8,595.0,0,3.475,1.75,1.3,1.45,3340.875,3650.85,505.15,2583.15,11.78,0.44,4.0,5.78,14.0,4,4,8,22.0,16,7,10,4.0,4,1,2,3.0,6,0,2,4.0,4,1,2,0.158729163308077,12.5,5,5,5,0,21.15,3.9,7.7,9.6,378.09,116,0.5785,0.205,0.22699999999999998,0.23800000000000002,216.9,34.2,66.6,117.0,0.634916653232307,18.9001185256506
1192,1192,168.27451881217,37.785850631721104,False,3.173,2.8339999999999996,1.53,1.756,6.0,6,3,3,0.430569042563947,6.88675,5.4391,3.2021,4.1672,11,4.18,4.96,1.7,2.22,106.0,64,46,74,7.0,7.6,3.2,3.6,3.35,3.08,1.63,1.81,4.4925,5.595,1.695,2.43,1.0,50.0,38,23,31,2.675,2.75,1.3,1.35,111.27375,83.1015,50.9415,69.723,6817.8,8283.3,2676.15,3653.15,9.37,13.12,2.81,5.31,2.46,2.4,1.22,1.26,37,1.4,1.28,0.68,0.76,7,6.63,12.115,12.43,5.9,6.11,0.143523014187982,8.5,7,4,5,1266.0,1374,579,651,14.0,2,5,13,914.0,1256,286,514,34.145,57.11,5.59,20.9,130.028,257.344,0.452,258.7,1,2.675,2.75,1.3,1.35,3396.2,6186.5,302.95,2163.15,9.22,11.56,3.44,5.0,9.0,12,3,5,4.5,9,0,3,4.5,3,2,3,0.5,1,0,1,4.0,4,2,2,0.35880753546995603,8.0,8,4,4,0,22.65,29.1,8.1,12.4,111.56,223,0.92,1.1,0.37,0.49,66.35,51.5,30.7,40.6,0.574092056751929,13.935047360282303
1193,1193,177.638794706043,76.0824354378804,False,3.15,3.24,1.53,1.59,6.0,6,3,3,0.41812226044465006,7.28305,8.1619,3.2021,3.7880000000000003,5,4.23,4.02,2.08,2.22,116.0,140,46,62,8.475,9.75,3.6,4.45,4.115,4.97,1.63,2.2,4.89,4.92,2.43,2.45,0.664092638544252,80.5,115,23,46,2.775,2.85,1.35,1.4,185.10075,268.3185,50.9415,106.42,6946.3,6586.3,3413.15,3653.15,8.49,6.36,3.89,5.31,2.53,2.62,1.22,1.28,16,1.51,1.66,0.68,0.78,4,10.71,21.055,29.89,6.11,12.0,0.261326412777906,8.0,8,4,4,1531.5,1761,651,804,17.5,25,5,10,824.0,620,378,514,36.85,31.9,17.6,20.9,535.726,1070.548,0.452,357.0,1,2.775,2.85,1.35,1.4,3822.3,3318.3,1827.15,2163.15,11.17,12.34,5.0,5.78,17.5,25,5,10,16.5,27,3,10,1.0,2,0,2,0.0,0,0,0,1.0,2,0,2,0.139374086814883,9.5,11,4,5,0,13.4,2.0,4.8,12.4,57.37,139,0.605,0.23,0.24,0.49,123.05,184.7,30.7,71.8,1.04530565111162,14.3498698051123
1194,1194,183.69435432708,56.7624167552491,False,6.699,1.902,1.53,1.916,13.5,3,3,4,0.523312304551516,14.28305,3.4549,3.2021,4.1852,9,8.52,5.16,1.98,2.22,232.0,4,46,78,16.155,3.69,3.6,4.77,6.925,2.45,1.63,1.9,8.205,7.89,1.42,2.43,0.7838918918918921,78.5,73,14,23,5.025,3.45,1.1,1.35,169.482,170.451,28.0855,50.9415,13075.1,10381.3,2628.15,3653.15,20.22,12.66,4.63,5.31,4.715,2.77,1.11,1.22,32,2.3,2.2,0.4,0.68,6,5.26,18.77,23.56,2.33,6.11,0.0841037632314936,19.0,2,4,6,2808.0,894,651,787,33.5,17,5,14,1963.0,1214,452,514,128.075,47.15,20.9,50.55,577.46,1150.4,0.452,384.22,1,5.025,3.45,1.1,1.35,7932.6,5766.3,1683.15,2163.15,18.5,13.0,4.0,5.0,18.5,13,4,5,7.5,15,0,3,11.0,2,2,4,3.0,6,0,2,8.0,4,2,2,0.448553403901299,14.5,11,3,4,0,39.1,45.8,5.4,12.4,213.84,193,2.29,0.32,0.49,0.71,298.75,290.5,30.7,148.0,0.672830105851949,13.376333671342001
1195,1195,107.901794443004,68.8780270266868,False,3.7395,2.199,1.32,1.6130000000000002,6.5,5,2,3,0.2680711054251,8.73765,3.6669,3.4521,3.5237,3,4.16,1.52,1.64,1.7,153.5,131,44,73,8.485,2.41,3.23,3.64,3.745,2.17,1.33,1.61,5.3375,0.625,1.675,2.825,0.556666666666667,59.5,41,13,40,3.425,0.65,1.25,1.55,131.6963085,101.503383,26.981539,91.22399999999999,8760.375,1079.85,2740.15,4650.15,11.335,2.33,3.39,6.25,3.22,0.64,1.18,1.45,7,1.655,0.13,0.53,0.86,3,4.69,10.56,4.92,2.7,6.51,0.07505990951902801,11.5,7,4,5,1507.0,454,578,640,23.5,31,4,13,1098.0,240,326,609,33.085,1.43,10.79,16.9,498.3,763.8,58.2,293.4,0,3.425,0.65,1.25,1.55,3524.875,1450.85,933.15,2125.15,8.5,1.0,3.0,4.0,8.5,1,3,4,2.0,4,0,2,6.5,5,2,3,1.5,3,0,1,5.0,2,2,2,0.2680711054251,9.5,1,3,5,1,30.35,10.9,8.3,17.9,186.49,43,1.62,2.16,0.27,0.9,378.2,665.6,22.7,237.0,0.37529954759514006,18.6517677541977
1196,1196,193.759280273883,119.912762356356,False,6.699,1.902,1.53,1.916,13.5,3,3,4,0.530276536741365,14.28305,3.4549,3.2021,4.1852,5,8.52,5.16,1.98,2.22,232.0,4,46,78,16.155,3.69,3.6,4.77,6.925,2.45,1.63,1.9,8.205,7.89,1.42,2.43,0.669846955936764,78.5,73,14,23,5.025,3.45,1.1,1.35,169.482,170.451,28.0855,50.9415,13075.1,10381.3,2628.15,3653.15,20.22,12.66,4.63,5.31,4.715,2.77,1.11,1.22,16,2.3,2.2,0.4,0.68,4,5.33,18.77,23.56,2.33,6.11,0.0852230148334336,19.0,2,4,6,2808.0,894,651,787,33.5,17,5,14,1963.0,1214,452,514,128.075,47.15,20.9,50.55,577.46,1150.4,0.452,384.22,1,5.025,3.45,1.1,1.35,7932.6,5766.3,1683.15,2163.15,18.5,13.0,4.0,5.0,18.5,13,4,5,7.5,15,0,3,11.0,2,2,4,3.0,6,0,2,8.0,4,2,2,0.454522745778313,14.5,11,3,4,0,39.1,45.8,5.4,12.4,211.33,140,2.29,0.32,0.49,0.71,298.75,290.5,30.7,148.0,0.681784118667469,13.2006594955457
1197,1197,39.9273733330007,11.952816589380697,False,2.121,0.93,1.2930000000000001,1.656,3.5,1,2,3,0.222193626551142,5.09135,1.7153,2.9745,4.2337,9,2.125,0.99,1.31,1.63,105.5,61,68,75,5.3,4.4,3.1,3.75,2.2,0.84,1.31,1.78,3.055,2.01,2.03,2.05,0.6091883098979871,36.5,25,12,49,2.275,1.45,1.5,1.55,81.714,66.208,24.305,114.818,2539.725,373.15,1363.15,2353.15,2.77,0.5,1.51,2.52,2.08,1.28,1.36,1.44,31,1.33,0.78,0.86,0.94,6,4.02,5.395,3.83,1.74,7.31,0.0740645421837139,4.5,1,2,5,1017.0,918,558,738,8.5,9,2,13,269.5,53,148,243,10.5855,14.645,3.263,8.954,243.15,23.3,127.4,231.5,0,2.275,1.45,1.5,1.55,1137.025,1414.55,429.75,922.15,3.72,0.56,2.0,3.44,3.5,1,2,3,5.0,10,0,10,3.0,2,2,2,0.5,1,0,1,3.0,2,2,2,0.177754901240913,5.5,1,3,5,1,15.45,11.5,9.7,10.6,202.57,189,1.135,1.81,0.23,1.02,196.8,230.4,81.6,156.0,0.222193626551142,22.5028956843151
1198,1198,246.92650253026198,124.739726971831,False,3.43,4.18,1.34,1.84,7.5,9,3,4,0.5731334418828921,8.5333,3.9189999999999996,3.4976,6.5738,7,3.55,3.22,1.72,1.94,111.0,126,48,58,8.505,8.79,4.11,4.3,3.57,4.14,1.5,1.88,4.425,3.27,2.02,2.79,0.516625435220817,77.0,8,27,73,2.75,2.6,1.35,1.45,178.87375,4.14830000000001,58.9332,180.9479,7563.8,3731.3,3143.15,5698.15,10.635,5.07,4.39,8.1,2.41,2.14,1.16,1.34,24,1.2,0.84,0.54,0.78,5,12.16,21.65,10.1,8.9,16.6,0.28656672094144603,8.0,8,4,4,1520.5,1519,760,761,16.0,22,5,9,1028.5,493,425,782,40.085,16.97,16.19,31.6,936.25,386.5,376.5,743.0,1,2.75,2.6,1.35,1.45,4286.8,2035.3,1768.15,3269.15,11.17,12.34,5.0,5.78,16.0,22,5,9,12.0,18,3,7,4.0,4,2,2,0.0,0,0,0,4.0,4,2,2,0.327504823933081,9.0,6,4,6,0,17.8,9.4,7.5,13.1,146.53,166,0.7,1.12,0.14,0.42,178.75,242.5,57.5,100.0,1.1462668837657801,12.2135605575609
