,Unnamed: 0,epsilon_x opt,epsilon_y opt,epsilon_z opt,e_form,shear modulus,bulk modulus,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,gap opt
550,1414,3.0286,3.0389999999999997,3.3297,-0.731,16.413,31.289,3.9761,2.3767,2.3815,2.5971,2.5540000000000003
551,1417,20.3722,20.3722,20.3722,-1.1059999999999999,69.56,97.333,0.0729,18.8602,18.8602,18.8602,0.0563
552,1420,46.3048,46.3048,17.8356,-0.601,26.307,37.678000000000004,0.0391,27.0386,27.0386,13.8184,0.0148
553,1425,6.4785,5.8826,5.992999999999999,-2.2680000000000002,41.733000000000004,53.089,1.5663,5.4451,5.0058,4.8884,1.4219
554,1429,3.3389,3.375,2.4165,-0.787,11.587,26.611,3.5739,2.7319999999999998,2.7556,2.0241,2.226
555,1431,34.5219,34.5219,34.5219,-0.187,44.26,161.86700000000002,0.259,36.2739,36.2739,36.2739,0.2103
556,1437,10.3088,10.6504,8.7087,-0.07400000000000001,10.213,45.222,1.9403,6.9834,7.1115,6.2349,1.1008
557,1438,3.4904,3.5218,2.6516,-0.185,5.872999999999999,7.689,6.0823,2.8014,2.8336,2.2413,4.6572
558,1441,11.5217,11.6558,11.474,-0.047,9.26,56.033,1.0831,6.7197,7.1227,7.0721,0.2777
559,1443,10.2725,10.6508,8.7017,-0.07400000000000001,10.247,45.244,1.9355,6.9692,7.1119,6.2287,1.0954
560,1445,8.0292,8.0292,8.0292,-0.461,8.92,13.467,1.3980000000000001,5.8447,5.777,5.7607,0.6063
561,1446,6.3843,6.3843,6.3843,-2.655,62.3,118.73299999999999,1.4102,5.3239,5.3237,5.3238,0.9162
562,1447,4.0711,4.1362,4.1036,-1.236,0.64,12.0,1.8703,3.5533,3.4725,3.5031,1.4984
563,1456,4.7265,4.7265,5.346,-2.294,54.867,78.444,3.1455,3.5933,3.5933,3.805,1.9579
564,1460,12.7262,12.7262,10.6745,-0.504,13.573,23.256,1.8995,9.5128,9.5128,8.085,1.2715
565,1463,10.9682,12.4476,10.2129,-0.747,17.32,27.9,0.9245,8.6409,9.6772,8.0868,0.2999
566,1464,10.1924,9.2358,9.6923,-1.208,23.34,65.267,1.1454,8.4058,7.8837,8.1417,0.2989
567,1466,10.1281,11.402000000000001,9.3994,-0.773,14.267000000000001,23.978,1.4918,7.7617,8.588,7.2867,1.0183
568,1467,4.3995,4.3995,5.7699,-3.0180000000000002,120.7,189.5,3.3068,3.5236,3.5236,4.5011,2.1205
569,1470,9.0362,9.0362,7.8045,-0.478,11.42,17.767,1.704,4.3425,4.3423,4.3171,0.4198
570,1471,17.180999999999997,130.7654,134.4985,-1.412,24.4,81.367,0.0031,16.1258,153.7039,158.2257,0.0027
571,1472,9.035,9.035,9.0338,-0.591,20.247,34.978,2.0980000000000003,5.9101,5.9101,6.1153,0.8091
572,1476,3.0386,3.0386,3.0386,-0.578,15.42,28.1,7.0273,2.4965,2.4965,2.4965,5.2881
573,1477,6.3054,6.3054,5.2925,-3.315,93.54,193.63299999999998,3.7276,4.8379,4.8379,4.2361,2.4981
574,1478,3.2318,3.259,3.2574,-0.391,7.093,12.155999999999999,5.319,2.6289,2.6154,2.6267,3.8431
575,1479,1.9636,1.9636,1.9636,-2.2030000000000003,8.18,30.533,5.1689,1.5499,1.5499,1.5498,3.0471
576,1480,6.6731,6.6731,6.6731,-0.039,1.7269999999999999,51.611000000000004,2.1557,5.1695,5.1696,5.1696,1.7019
577,1481,3.7067,3.7763,3.523,-0.544,47.787,57.443999999999996,3.9577,3.4931,3.3809,3.5217,3.4629
578,1482,6.7223,6.7223,6.8356,-0.8,33.28,51.3,3.3804,5.0894,5.0894,5.1406,1.9013
579,1484,11.3622,11.3622,11.683,-0.805,28.193,42.321999999999996,0.9985,7.9792,7.9791,8.1462,0.0248
580,1486,7.1269,7.1269,6.7519,-3.2439999999999998,60.693000000000005,195.989,2.4746,6.0945,6.0945,5.8279,2.0237
581,1487,7.867000000000001,8.3903,8.1249,-1.682,36.727,71.211,1.7578,6.1952,6.3501,6.2718,0.0258
582,1488,2.483,2.1972,2.9591,-1.006,7.672999999999999,21.555999999999997,3.8576,2.0806,1.8352,2.4264,2.5198
583,1489,10.3959,10.7132,10.5364,-0.376,34.08,64.933,2.2192,7.3928,7.547999999999999,7.4678,1.4872
584,1490,4.6938,4.6421,4.6679,-0.8859999999999999,39.46,75.1,3.7233,3.7294,3.7309,3.7295,2.5034
585,1492,8.767999999999999,8.8982,8.9563,-0.057,7.107,46.578,1.9218,6.0719,6.1722,6.2041,1.2349
586,1494,9.3005,8.3807,8.8406,-0.608,29.753,45.056000000000004,0.9598,6.9125,6.2025,6.5575,0.1536
587,1495,5.7769,7.1181,6.3405,-2.7460000000000004,56.213,40.222,2.2143,4.7957,5.9519,5.2969,1.6408
588,1498,4.0428,3.6912,3.7438,-0.37799999999999995,48.393,70.689,6.1326,3.2462,3.0476,3.065,4.7133
589,1503,4.4546,5.1095,4.7811,-2.6630000000000003,109.54700000000001,138.911,2.9587,3.6936,4.2496,3.9731,1.57
590,1504,8.866,8.7472,8.8108,-0.506,23.9,39.167,2.3449,6.2063,6.1392,6.1642,1.3261
591,1633,1.9826,1.983,1.9809,-3.759,74.627,54.911,11.0135,1.6843,1.6845,1.6834,8.2402
592,1806,2.1094,2.1094,2.1094,-3.5380000000000003,51.12,78.0,10.6421,1.7739,1.7738,1.7739,7.6813
593,1923,3.2786,3.4018,3.3148,-3.23,88.28,163.0,8.243,2.7372,2.8293,2.7643,6.3518
594,1949,2.0269,2.0269,2.0269,-3.4130000000000003,33.54,53.7,10.8949,1.6968,1.6971,1.6958,7.4898
595,2353,1.9119,1.9119,1.9374,-3.4419999999999997,20.94,34.933,11.4243,1.6106,1.6106,1.6161,6.6160000000000005
596,2441,3.0269999999999997,3.0269999999999997,3.0148,-3.266,114.32,192.933,7.1845,2.5478,2.5478,2.5409,5.6844
597,2445,2.2537,2.2443,2.2446,-3.715,24.2,45.033,10.4012,1.8461,1.8398,1.824,7.2563
598,2448,2.8478,2.8478,2.8739999999999997,-2.603,46.167,80.111,5.8982,2.326,2.3263,2.3228,4.1339999999999995
599,2452,2.3247,2.3612,2.3219,-3.338,36.626999999999995,48.478,7.2727,1.859,1.879,1.8592,5.0676
600,2455,2.3047,2.2928,2.2909,-3.667,22.06,40.933,9.6877,1.9087,1.8996,1.8982,7.1381
601,2457,2.9972,3.0772,3.0191,-2.685,30.093000000000004,48.122,2.5836,2.5526,2.6173,2.5724,2.4671
602,2466,4.2889,4.2889,3.9744,-3.09,82.86,156.067,5.6716,3.4118,3.4118,3.2235,4.2638
603,2474,4.6191,4.6429,4.7196,-3.701,68.833,142.922,3.5826,4.1139,4.1417,4.2084,3.2991
604,2477,3.0474,3.1173,3.0668,-2.699,33.573,53.422,2.6017,2.6045,2.6662,2.6255,2.4261
605,2479,6.4157,5.2577,6.222,-0.92,8.467,15.844000000000001,2.2422,4.5602,3.9871,4.4302,1.2414
606,2483,3.0967,3.1534,3.1181,-2.715,37.513000000000005,59.788999999999994,2.5542,2.6415,2.6939,2.6654,2.3621
607,2487,3.0202,3.1378,3.0391,-4.295,61.507,124.544,8.6026,2.4797,2.5759,2.4875,5.8981
608,2493,2.4991,2.4651,2.4864,-3.924,32.967,69.678,9.3509,2.0813,2.0542,2.0717,7.5503
609,2495,3.6781,3.6430000000000002,3.654,-3.617,66.267,141.511,6.8804,3.0281,3.0066,3.0027,4.8918
610,2500,6.4708,6.4162,6.2903,-3.057,54.027,111.411,2.6487,5.604,5.6109,5.3902,2.1458
611,2589,1.8738,1.8759,1.8753,-3.513,43.633,68.789,11.15,1.5482,1.5466,1.5474,7.0655
612,2760,12.3418,12.3418,9.1382,-0.589,20.192999999999998,97.456,0.0143,5.7170000000000005,5.7174,6.5993,0.0067
613,2787,2.5379,2.5379,2.5833,-1.989,25.186999999999998,39.510999999999996,8.7022,2.1106,2.1108,2.1238,5.9255
614,2814,2.7295,2.7295,2.7295,-1.9369999999999998,17.8,27.666999999999998,8.2417,2.2352,2.235,2.2354,5.3211
615,2816,2.6563,2.6614,2.6059,-0.557,16.72,27.8,8.1367,2.1843,2.1875,2.1542,5.9254
616,2834,3.1377,3.1377,3.0917,-3.455,21.406999999999996,48.044,7.233,2.676,2.676,2.6753,5.4152
617,2845,2.537,2.537,2.9359,-0.502,13.253,21.989,7.1439,2.0993,2.0993,2.4145,5.1664
618,2846,1.8281,1.8281,1.8253,-0.875,4.44,30.433000000000003,10.9575,1.5283,1.5283,1.5259,5.9769
619,2848,1.9911,1.975,1.9744,-2.379,16.747,32.510999999999996,11.2398,1.6803,1.6646,1.6640000000000001,7.4052
620,2857,4.4638,4.7249,4.4545,-1.7280000000000002,35.76,65.967,2.6827,3.3807,3.5534,3.3985,1.5556
621,2861,4.7622,4.84,4.8908,-3.2880000000000003,78.007,138.411,3.5383,3.7995,3.8956,3.9973,2.2435
622,2864,4.8509,4.3019,4.2331,-2.3930000000000002,33.573,59.422,4.582,3.786,3.4973,3.4302,3.4579
623,2866,4.3372,4.2917,4.4705,-2.237,11.667,27.011,3.9477,3.6433,3.6218,3.7680000000000002,3.3491
624,2867,7.8089,7.8089,7.8089,-0.6629999999999999,24.9,66.9,2.5661,5.4115,5.4118,5.4098,1.0379
625,2869,7.7565,8.0449,6.995,-0.726,15.333,24.789,2.5028,6.0128,6.2961,5.5858,1.7724
626,2870,6.7034,6.7032,6.8899,-1.605,23.813000000000002,56.156000000000006,3.4336,5.8224,5.8746,5.9726,2.6835
627,2871,5.1715,4.9996,5.0208,-3.1889999999999996,65.28699999999999,142.444,4.2273,4.2684,4.1614,4.2169,3.177
628,2879,2.5639999999999996,2.5639999999999996,2.5639999999999996,-2.3680000000000003,23.72,55.133,6.8222,1.9266,1.9266,1.9266,4.1708
629,2884,6.2053,6.2053,6.2053,-1.9709999999999999,59.48,96.93299999999999,1.0221,4.9449,4.9453,4.9448,0.4303
630,2886,3.656,3.5747,3.9413,-1.281,13.573,17.822,4.8998,2.6219,2.5227,2.7911,3.4394
631,2887,3.7817,3.7817,3.7385,-3.1039999999999996,24.413,55.356,5.1701,3.1577,3.1585,3.1279,3.3560000000000003
632,2888,5.544,5.3269,4.9259,-1.197,16.88,34.433,4.6139,4.3024,4.0574,3.8343,3.318
633,2895,6.0903,6.5363,7.8405,-0.597,17.207,30.078000000000003,1.3389,5.4938,5.9083,7.1399,1.1162
634,2896,2.5134,2.5238,2.5399,-1.3230000000000002,9.32,42.067,6.5853,1.9968,2.0001,2.0162,4.3987
635,2898,6.1703,6.1703,6.4677,-2.2430000000000003,23.026999999999997,64.311,3.8053,5.2189,5.2187,5.2996,3.0762
636,2912,5.0305,5.4457,5.3942,-3.432,78.867,183.34400000000002,5.065,4.0449,4.3324,4.3077,4.0686
637,2915,4.6469,4.6469,2.0001,-0.115,7.067,16.644000000000002,4.0063,3.3139,3.3139,1.6685,2.4244
638,2918,2.6289999999999996,2.6366,2.6423,-2.508,25.5,30.933000000000003,8.4333,2.1472,2.1527,2.1566,5.9415
639,2930,3.455,3.2536,2.7001,-1.598,11.88,19.533,2.2474,2.9612,2.9166,2.375,2.0936
640,2934,7.9154,8.4571,8.818,-1.137,48.913000000000004,94.056,1.4463,6.2395,6.555,7.0382,0.9704
641,2935,3.9879,3.5297,4.2309,-2.042,38.327,65.311,6.0164,3.1357,2.8259,3.3018,4.3574
642,2938,8.6834,8.6834,8.4465,-1.577,30.193,65.48899999999999,2.147,7.4981,7.504,7.2376,1.6005
643,2954,4.2795,4.2795,4.25,-2.477,35.946999999999996,73.911,3.9387,3.4105,3.4106,3.5104,2.1495
644,2961,2.5537,2.5124,2.5158,-2.7889999999999997,14.72,30.866999999999997,6.4104,2.0032,1.9628,1.9647,4.0266
645,2962,4.1466,4.1466,4.0428,-2.821,39.56,81.867,4.4282,3.4359,3.4359,3.319,3.4317
646,2964,3.5733,3.7306,3.8066,-1.4069999999999998,16.06,25.666999999999998,3.3661,2.9648,3.0943,3.14,2.2374
647,2965,4.6045,4.5325,4.5619,-3.002,44.927,102.57799999999999,4.7153,3.658,3.5796,3.6084,3.3369999999999997
648,2969,3.9123,3.8905,3.8446,-1.801,19.867,28.144000000000002,6.0534,2.7604,2.7596,2.7546,4.1643
649,2977,3.8184,3.8184,3.7916,-1.6980000000000002,61.393,96.42200000000001,6.5904,3.2026,3.2032,3.2004,4.7238
650,2978,2.615,2.5832,2.6297,-2.679,27.866999999999997,46.044,6.9519,2.1159,2.095,2.1273,4.7965
651,2982,8.4182,7.5344,8.5221,-2.055,32.953,55.256,1.3021,6.6847,6.1434,6.6773,0.7991
652,2986,3.2466,3.2144,3.2579,-1.624,28.36,55.033,4.0643,2.5618,2.6074,2.5952,2.4697
653,2988,9.2359,8.5008,9.0317,-0.441,19.16,44.9,1.5634,7.7596,7.0132,7.5678,1.3356
654,2993,2.5834,2.5564,2.5674,-2.36,21.56,43.766999999999996,7.5169,2.1622,2.1653,2.1607,4.324
655,2994,9.0639,9.0112,8.7345,-1.4380000000000002,18.447,28.544,1.5338,6.996,6.968999999999999,6.8291,1.0698
656,2996,4.6421,4.6421,4.4324,-2.645,69.067,158.811,3.8019,4.1339999999999995,4.1339,3.9713,2.9033
657,2998,3.1241,3.2436,3.1621,-1.886,15.953,26.555999999999997,5.4254,2.3582,2.4249,2.3791,3.897
658,2999,3.9221,4.1886,4.2287,-1.46,30.72,60.7,2.7,2.6497,2.8237,2.81,1.1568
659,3002,7.0096,6.9873,6.0685,-1.838,47.993,84.98899999999999,3.855,5.1771,5.162999999999999,4.5921,2.4421
660,3004,4.2738,4.2285,4.2410000000000005,-1.452,106.26,171.467,5.3852,3.6105,3.555,3.5559,4.2624
661,3007,3.4809,2.5315,3.5001,-1.4609999999999999,13.187000000000001,29.778000000000002,2.2324,2.8804,2.0797,2.8149,1.9652
662,3009,7.8176,7.64,7.9652,-0.586,12.873,24.089000000000002,2.8559,6.2664,6.2102,6.3834,2.1717
663,3010,4.6329,5.5186,5.8735,-0.53,19.1,25.733,2.4516,3.6205,4.2622,4.4824,2.213
664,3011,4.5737,4.6647,4.5874,-3.4,44.593,102.689,2.4414,4.2085,4.3054,4.2331,2.3116
665,3014,5.6143,6.7398,2.6601,-3.292,38.766999999999996,79.378,1.9915,49.4192,123.2191,3.4523,1.8132
666,3019,25.9955,25.9665,26.024,-2.54,55.7,104.4,2.1698,38.3723,37.9485,38.0607,2.1246
667,3021,3.3802,3.3802,3.2784,-3.6489999999999996,44.233000000000004,73.48899999999999,7.8853,2.8127,2.8127,2.7466,6.0354
668,3023,7.0576,7.0576,6.8127,-1.172,33.273,80.956,1.425,5.4363,5.4365,4.8333,0.9961
669,3025,8.6647,8.6647,8.3327,-1.585,37.233000000000004,72.789,2.3856,7.0031,7.0026,6.6908,1.7365
670,3026,2.8228,2.9144,2.8005,-1.505,6.56,11.133,6.3979,2.3724,2.4027,2.3583,5.0547
671,3027,3.8575,3.9452,3.8633,-1.8719999999999999,22.3,72.4,5.4948,3.0097,3.042,3.0226,4.0345
672,3028,4.4341,4.4341,4.4341,-0.597,86.98,158.86700000000002,5.0235,3.5273,3.5283,3.5272,3.05
673,3030,2.8061,2.8061,2.8253,-2.915,55.073,102.589,7.0073,2.2808,2.2809,2.2699,3.5258
674,3031,2.5413,2.5217,2.7136,-3.2960000000000003,28.773000000000003,69.956,6.7599,2.1463,2.1595,2.182,4.085
675,3034,3.0007,3.0007,2.9987,-2.866,58.24,104.667,5.1922,2.576,2.5752,2.5805,3.5473
676,3041,5.0601,4.7495,4.772,-1.35,29.02,98.23299999999999,3.6242,3.5253,3.3852,3.3707,1.9699
677,3043,3.6342,3.6125,3.4318,-3.0610000000000004,66.913,133.789,6.1545,3.0672,3.0339,2.9610000000000003,4.8925
678,3044,8.0307,8.5225,7.879,-0.375,12.353,26.756,2.7829,6.2186,6.4886,6.1497,2.2065
679,3046,31.1131,31.1131,42.331,-2.3819999999999997,56.867,131.378,0.0301,39.7935,39.8328,28.2614,0.0128
680,3049,3.0687,3.0702,2.9467,-2.759,42.847,80.111,6.4518,2.5252,2.5365,2.4529,4.1925
681,3050,2.5382,2.5695,2.5788,-1.952,22.68,38.433,8.7027,1.9513,1.9652,1.9777,5.9937
682,3053,8.2493,8.2493,8.3264,-0.65,20.967,26.978,3.2483,6.233,6.2317,6.1311,2.539
683,3054,6.5909,6.5909,6.7314,-0.884,18.867,38.644,3.1899,4.9617,4.9831,5.25,2.2532
684,3062,8.6161,8.6161,8.3066,-1.597,36.74,71.033,2.2938,7.9815,8.0277,7.627000000000001,1.7223
685,3069,15.0895,39.8853,13.7986,-1.133,9.58,17.5,0.4843,3.2348,3.0209,3.2783,0.2518
686,3071,7.0901,6.6457,6.1917,-0.19,6.207000000000001,28.111,2.2704,5.1252,4.8578,4.5588,1.1693
687,3075,3.5403,3.5403,3.2577,-2.34,29.427,56.644,4.7342,2.8234,2.8237,2.6435,3.7176
688,3080,3.5129,2.8644,3.2234,-1.426,6.46,11.333,5.1515,2.8055,2.3568,2.5934,3.7992
689,3082,5.4866,5.4866,5.2314,-1.69,14.367,21.444000000000003,3.1564,4.8989,4.8987,4.5552,2.6638
690,3083,9.6594,9.1733,9.2389,-0.31,18.127,30.278000000000002,1.5146,8.0614,7.7174,7.8221,1.1085
691,3084,4.1532,4.1532,4.0374,-2.843,41.986999999999995,85.978,4.378,3.4161,3.4161,3.285,3.5497
692,3086,3.6449,3.6112,3.4837,-2.846,46.946999999999996,88.111,6.9913,3.0075,2.9909,2.9358,5.1055
693,3087,3.8543,3.8543,3.8543,-2.81,23.7,47.3,2.5738,5.3154,5.3543,5.2218,1.5409
694,3089,6.0287,6.3769,6.3157,-2.7319999999999998,70.187,120.611,2.9215,4.5493,4.8149,4.6268,2.3934
695,3092,5.7337,5.7337,5.9857,-2.84,58.147,132.578,2.81,4.8121,4.812,5.0912,2.4887
696,3093,11.4289,7.9052,10.8613,-1.146,26.487,54.011,0.0237,9.148,6.391,9.6841,0.0215
697,3123,9.1814,7.785,7.6147,-1.031,10.427,18.477999999999998,1.4492,7.3268,6.5838,6.7012,0.867
698,3143,6.0665,6.0665,5.4364,-2.154,38.94,78.0,2.6489999999999996,4.5655,4.5654,4.1703,1.2039
699,3147,6.1551,6.1551,5.7082,-2.188,47.36,84.6,3.3505,4.4543,4.454,4.1425,1.5669
700,3150,5.8392,5.8392,5.4652,-2.2359999999999998,46.673,86.22200000000001,3.2385,4.2092,4.2092,3.8832,1.4968
701,3151,4.2092,4.4845,4.3041,-2.377,77.893,159.189,4.8668,3.8397,4.1118,3.9339999999999997,3.6975
702,3152,5.9988,5.9988,5.4381,-2.181,41.053000000000004,80.456,2.7695,4.5161,4.5157,4.1392,1.2787
703,3153,7.0092,7.0092,6.3075,-2.1,43.92,78.833,2.7204,5.0922,5.0921,4.7073,1.5217
704,3155,6.182,6.182,5.6809,-2.188,46.427,83.478,3.3123,4.4874,4.4872,4.1362,1.5286
705,3156,2.2286,2.1158,3.5693,-1.032,10.027000000000001,35.278,7.3966,1.8761,1.7943,2.8493,4.5827
706,3157,6.2033,6.2033,5.6646,-2.182,45.647,82.811,3.2426,4.4888,4.4888,4.1273,1.5041
707,3158,6.2296,6.2296,5.655,-2.1790000000000003,45.16,81.733,3.2113,4.4991,4.4992,4.1160000000000005,1.4808
708,3163,4.77,4.5103,4.2145,-2.187,23.087,49.144,4.8613,3.7225,3.5891,3.3985,3.4503
709,3166,5.8815,5.8815,5.4549,-2.227,45.133,84.42200000000001,3.1053,4.2269,4.2265,3.9036,1.4361
710,3167,7.2399,7.2399,6.1835,-2.044,39.84,73.833,2.7214,5.1791,5.1791,4.6786,1.386
711,3168,6.281000000000001,6.281000000000001,5.6436,-2.169,43.973,80.189,3.0336,4.5576,4.5581,4.1595,1.4395
712,3171,3.6786,3.6786,3.3303,-1.13,34.913000000000004,70.956,3.6248,2.853,2.8529,2.713,2.5257
713,3172,5.8592,5.8592,5.459,-2.23,45.813,85.85600000000001,3.1982,4.2094,4.2114,3.9002,1.4662
714,3176,6.362,6.362,5.6048,-2.137,41.64,78.0,2.8612,4.6894,4.6894,4.2436,1.3686
715,3177,5.0829,4.7948,5.0699,-1.3030000000000002,23.386999999999997,54.544,4.3788,3.7403,3.5982,3.7753,3.0883
716,3178,6.888999999999999,6.888999999999999,6.4124,-2.109,46.086999999999996,81.444,2.8618,5.0366,5.0364,4.7572,1.6011
717,3180,3.0260000000000002,3.0708,3.045,-3.123,47.24,98.0,7.3364,2.5312,2.572,2.5421,4.7357
718,3181,5.8162,5.8162,5.4806,-2.238,47.693000000000005,87.12200000000001,3.3072,4.197,4.197,3.8897,1.5449
719,3183,3.568,3.5602,3.5751,-2.03,33.306999999999995,96.211,5.181,3.0246,3.0466,3.0665,3.6482
720,3185,6.9815,6.9815,6.3243,-2.104,44.473,79.456,2.7496,5.0779,5.0779,4.715,1.5384
721,3188,6.9485,6.9485,6.3425,-2.106,44.806999999999995,79.711,2.7977,5.0735,5.0717,4.7392,1.5568
722,3189,4.0483,4.0589,3.7321,-2.274,15.647,47.411,2.7,3.5074,3.5195,3.1447,2.4154
723,3192,7.0019,7.0019,6.2935,-2.104,43.586999999999996,78.14399999999999,2.9829,5.1057,5.1056,4.7658,1.5271
724,3193,5.8932,6.7455,7.9522,-1.29,14.253,23.022,1.5401,4.8726,5.3858,6.4201,1.3522
725,3196,6.4719,6.4719,5.5698,-2.096,38.806999999999995,74.47800000000001,2.7159,4.7296,4.7295,4.24,1.2888
726,3197,5.9021,5.9021,5.4531,-2.221,44.713,83.48899999999999,3.1272,4.2443,4.2443,3.8852,1.411
727,3200,13.7693,13.7143,11.1135,-1.1,35.82,84.3,1.2524,9.6446,9.6154,8.1495,0.2769
728,3204,7.1489,7.1489,6.227,-2.0669999999999997,41.367,75.911,2.7738,5.1663,5.1664,4.7092,1.4378
729,3207,5.8937,5.8937,5.4371,-2.225,44.273,83.089,3.0114,4.4094,4.4092,4.096,1.4302
730,3209,6.9231,6.9231,6.3704,-2.11,45.367,80.578,2.8099,5.0505,5.0505,4.7369,1.5745
731,3214,6.252000000000001,6.252000000000001,5.647,-2.174,44.806999999999995,81.47800000000001,3.2105,4.5175,4.5177,4.1287,1.4609999999999999
732,3215,4.5328,4.1015,4.5655,-2.195,24.8,53.4,4.9154,3.4932,3.2472,3.5364,3.6306
733,3216,6.0939,6.0939,5.4242,-2.137,37.693000000000005,76.722,2.5915,4.571000000000001,4.5708,4.1674,1.1642
734,3217,6.4309,6.4309,5.5807,-2.112,39.893,75.52199999999999,2.7743,4.7024,4.7018,4.2322,1.3166
735,3218,6.2437,6.2437,5.6309,-2.1790000000000003,44.26,80.5,3.0857,4.6501,4.6502,4.2849,1.4606
736,3219,5.4879999999999995,6.1959,6.0751,-3.237,69.68,174.033,3.7871,4.6017,5.1739999999999995,5.1027,3.3156
737,3220,2.4181,2.4289,2.1917,-3.003,70.533,137.889,9.7704,1.9165,1.922,1.7943,6.2946
738,3243,3.4826,3.6984,3.3948,-2.313,10.66,22.666999999999998,5.3169,2.698,2.859,2.6341,3.8792
739,3254,4.9769,4.9769,4.4403,-1.3869999999999998,16.967,49.611000000000004,3.0354,3.6881,3.6882,3.4271,1.6467
740,3255,4.5071,3.5573,4.5484,-1.276,15.087,30.144000000000002,2.0178,3.7824,2.9281,3.8425,1.8576
741,3258,4.3389999999999995,4.0698,3.9369,-0.835,6.027,12.244000000000002,3.7710000000000004,3.3809,3.2161,3.1396,2.6913
742,3261,4.4961,4.9246,4.4293,-1.817,20.74,33.433,4.0819,3.3348,3.5654,3.2689999999999997,2.9111
743,3262,2.6897,2.9147,2.5922,-2.208,23.686999999999998,39.211,4.1566,2.2138,2.3707,2.1358,3.2987
744,3263,5.1861,5.1713,5.5653,-3.1719999999999997,47.533,90.822,3.6065,4.0112,3.9989,4.3265,2.4467
745,3264,3.055,3.0175,3.072,-2.113,33.873000000000005,77.556,5.724,2.2762,2.2614,2.2908,3.3219
746,3265,5.7956,5.3328,5.5584,-0.753,11.073,24.256,2.6719,4.5066,4.2723,4.3415,1.8780000000000001
747,3266,2.8169,2.8169,2.8169,-2.302,7.74,13.0,6.0222,2.2595,2.2594,2.2595,4.9462
748,3270,8.0823,8.0823,7.4989,-1.694,36.94,70.133,2.1504,7.1801,7.182,6.7384,1.6748
749,3271,5.7566,5.6554,6.612,-1.083,10.833,24.421999999999997,1.931,5.0214,4.9107,5.7010000000000005,1.4792
750,3273,5.1629,5.1629,4.4109,-0.935,29.147,46.211000000000006,4.4510000000000005,3.9188,3.9186,3.4589999999999996,3.3087
751,3275,3.2507,3.267,3.2163,-2.235,25.413,45.388999999999996,6.222,2.4794,2.5039,2.451,4.4891
752,3276,11.7415,25.5021,40.3513,-1.262,19.707,48.943999999999996,0.011000000000000001,22.8234,54.9231,92.0537,0.0006
753,3279,7.5245,6.3514,6.1988,-0.93,15.047,32.878,2.9185,5.6284,5.0511,4.9706,1.8041
754,3283,8.6434,8.6434,8.2013,-1.597,37.207,71.244,2.3767,7.5363,7.5441,7.1748,1.7803
755,3291,8.2987,7.5539,7.484,-0.6679999999999999,17.92,48.833,1.5727,7.0207,6.3534,6.3416,1.0928
756,3292,4.9642,5.1619,4.8643,-3.2969999999999997,43.667,104.27799999999999,3.6356,4.1707,4.3808,4.098,3.176
757,3299,4.0276,3.6612,3.9116,-2.654,33.88,70.0,3.9303,3.605,3.2463,3.4360000000000004,3.4739
758,3301,11.4422,11.4422,9.0823,-2.605,86.92,188.7,0.8804,8.9546,8.9546,7.8003,0.043
759,3303,2.7062,2.7092,2.7454,-0.51,12.033,23.089000000000002,3.0488,2.9824,2.9857,2.9631,2.8274
760,3313,3.0693,3.0921,3.0094,-1.7519999999999998,45.433,67.289,5.5935,2.3674,2.3982,2.3272,3.6668
761,3349,4.8018,4.8018,4.9845,-2.531,4.247,51.744,3.7728,4.0368,4.0368,4.2498,3.1713
762,3374,5.4955,5.4517,5.4811,-1.008,9.68,13.933,3.5597,4.7315,4.692,4.7129,3.153
763,3387,9.9408,9.3823,9.8475,-0.7509999999999999,8.467,14.011,0.9484,11.7542,11.1092,11.6796,0.8845
764,3420,2.8644,2.8456,2.8543,-0.31,8.533,13.622,6.8464,2.1929,2.2042,2.1974,5.0563
765,3427,2.6968,2.7908,2.8338,-0.8340000000000001,10.773,20.555999999999997,7.7712,2.2504,2.3169,2.3474,5.4075
766,3432,2.6473,2.3795,2.5378,-0.26899999999999996,5.693,13.622,9.0888,2.0616,1.9289,2.0021,6.178999999999999
767,3433,3.5796,3.4966,3.4829,-1.7690000000000001,11.867,29.578000000000003,3.0895,2.338,2.3102,2.3055,1.2697
768,3435,10.9855,10.9855,10.6528,-0.488,14.627,27.011,1.3791,7.8877,7.8875,8.1546,0.1745
769,3436,10.1287,10.1287,9.5215,-1.242,29.26,67.9,1.6119999999999999,7.916,7.916,7.7174,1.2744
770,3439,2.7769,2.7606,2.7576,-2.136,14.953,29.822,5.0138,1.9351,1.9327,1.9322,2.4147
771,3442,3.0238,2.9955,2.9902,-2.092,18.012999999999998,30.389,4.0793,2.1585,2.1481,2.1462,2.2909
772,3443,1.8486,3.9634,2.3543,-2.128,6.087000000000001,36.678000000000004,8.2341,1.5113,2.092,1.6998,6.252000000000001
773,3446,2.5091,2.5091,2.4947,-0.44799999999999995,11.627,17.711,8.5222,1.999,1.999,1.9965,6.0797
774,3453,4.1587,4.0865,4.2441,-1.875,52.107,81.47800000000001,2.6766,3.35,3.3073,3.4072,1.8957
775,3456,2.6516,2.6516,2.6096,-0.373,12.64,22.633000000000003,8.4938,2.0345,2.0345,1.9996,6.4335
