,mpid,eps_electronic,eps_total,last phdos peak,structure,formula
281,mp-22304,8.663787762666706,12.060824068102596,205.58576273104512,"Full Formula (Cd1 In2 Se4)
Reduced Formula: Cd(InSe2)2
abc   :   5.990900   5.990900   7.269169
angles: 114.335314 114.335314  90.000000
Sites (7)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Se    0.863273  0.901453  0.273222       0.6
  1  Se    0.62823   0.136727  0.726778       0.6
  2  Se    0.098547  0.590051  0.726778       0.6
  3  Se    0.409949  0.37177   0.273222       0.6
  4  Cd    0         0         0              0.6
  5  In    0.5       0.5       0              0.6
  6  In    0.25      0.75      0.5            0.6",Cd(InSe2)2
282,mp-22313,4.506033296192607,8.995258175044572,599.5857314467387,"Full Formula (Na2 Pt1 O2)
Reduced Formula: Na2PtO2
abc   :   3.180542   4.638345   5.565637
angles: 114.614179 106.602508  90.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.361369  0.861362  0.722739
  1  O     0.638631  0.138638  0.277261
  2  Na    0.677483  0.677479  0.354965
  3  Na    0.322517  0.322521  0.645035
  4  Pt    0         0         0",Na2PtO2
283,mp-22323,5.1819481453567215,13.20156495847092,583.5857327171674,"Full Formula (In4 O6)
Reduced Formula: In2O3
abc   :   5.879404   5.879403   5.879412
angles:  56.720588  56.720592  56.720694
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  In    0.642785  0.642785  0.642785         0
  1  O     0.75      0.453279  0.046721         0
  2  O     0.953279  0.249999  0.546721         0
  3  In    0.857215  0.857215  0.857215         0
  4  O     0.546721  0.953279  0.249999         0
  5  In    0.142785  0.142786  0.142785         0
  6  O     0.453279  0.046721  0.75             0
  7  In    0.357215  0.357215  0.357215         0
  8  O     0.25      0.546721  0.953279         0
  9  O     0.046722  0.75      0.453279         0",In2O3
284,mp-22450,5.582010927919173,30.698022166150146,626.5857293028903,"Full Formula (Li4 Pb2 O6)
Reduced Formula: Li2PbO3
abc   :   5.447702   5.447702   5.532044
angles: 100.106549 100.106549 119.658600
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.253809  0.746191  0.75
  1  Li    0.746191  0.253809  0.25
  2  Li    0.579849  0.420151  0.75
  3  Li    0.420151  0.579849  0.25
  4  O     0         0.5       0
  5  O     0.5       0         0.5
  6  O     0.678027  0.837762  0.991526
  7  O     0.162238  0.321973  0.508474
  8  O     0.321973  0.162238  0.008474
  9  O     0.837762  0.678027  0.491526
 10  Pb    0.089623  0.910377  0.25
 11  Pb    0.910377  0.089623  0.75",Li2PbO3
285,mp-22473,8.027843210803054,18.059492168297513,168.5857656689114,"Full Formula (Na1 In1 Se2)
Reduced Formula: NaInSe2
abc   :   7.436808   7.436808   7.436808
angles:  31.499760  31.499760  31.499760
Sites (4)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Na    0.5      0.5      0.5
  1  Se    0.74032  0.74032  0.74032
  2  Se    0.25968  0.25968  0.25968
  3  In    0        0        0",NaInSe2
286,mp-22483,10.443680499471943,20.792573690085216,185.58576431908094,"Full Formula (Na2 In2 Te4)
Reduced Formula: NaInTe2
abc   :   6.979631   6.979631   6.979631
angles: 105.789094 105.789094 117.116794
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.25      0.25      0
  1  Na    0.75      0.75      0
  2  In    0.75      0.25      0.5
  3  In    0.25      0.75      0.5
  4  Te    0.684529  0.184529  0.869058
  5  Te    0.184529  0.315471  0.5
  6  Te    0.815471  0.684529  0.5
  7  Te    0.315471  0.815471  0.130942",NaInTe2
287,mp-22583,5.1224677051654925,12.301990122463922,599.5857314467387,"Full Formula (K1 In1 P2 S7)
Reduced Formula: KInP2S7
abc   :   6.525572   6.757970   6.757970
angles:  97.822582  95.877547  95.877547
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.086671  0.0383    0.361684
  1  P     0.913329  0.638316  0.9617
  2  S     0         0.959433  0.040567
  3  S     0.752753  0.527501  0.17374
  4  S     0.291882  0.28866   0.369255
  5  S     0.708118  0.630745  0.71134
  6  S     0.830951  0.11337   0.48616
  7  S     0.169049  0.51384   0.88663
  8  S     0.247247  0.82626   0.472499
  9  K     0.5       0.083148  0.916852
 10  In    0         0.498926  0.501074",KInP2S7
288,mp-22607,8.805270342264262,12.148848043464644,208.5857624928397,"Full Formula (Zn1 In2 Se4)
Reduced Formula: Zn(InSe2)2
abc   :   5.824267   5.824267   7.159630
angles: 114.000432 114.000432  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0         0         0
  1  Se    0.392046  0.348962  0.261452
  2  Se    0.869406  0.91249   0.261452
  3  Se    0.08751   0.607954  0.738548
  4  Se    0.651038  0.130594  0.738548
  5  In    0.5       0.5       0
  6  In    0.25      0.75      0.5",Zn(InSe2)2
289,mp-22660,5.760933850170053,9.181509267401887,571.5857336699888,"Full Formula (In1 Ag1 O2)
Reduced Formula: InAgO2
abc   :   6.684183   6.684183   6.684183
angles:  28.872803  28.872803  28.872803
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.890018  0.890018  0.890018
  1  O     0.109982  0.109982  0.109982
  2  Ag    0         0         0
  3  In    0.5       0.5       0.5",InAgO2
290,mp-2286,4.418542777015417,7.850833483002932,400.58574724769545,"Full Formula (Li2 Se1)
Reduced Formula: Li2Se
abc   :   4.256621   4.256621   4.256621
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Li    0.75  0.75  0.75
  2  Se    0     0     0",Li2Se
291,mp-22865,2.982857319842537,8.425112527672086,115.58576987720642,"Full Formula (Cs1 Cl1)
Reduced Formula: CsCl
abc   :   4.209055   4.209055   4.209055
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Cl    0.5  0.5  0.5
  1  Cs    0    0    0",CsCl
292,mp-22867,2.5882012719326086,5.3199868196042335,86.58577217985842,"Full Formula (Rb1 Br1)
Reduced Formula: RbBr
abc   :   4.969497   4.969497   4.969497
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Br    0.5  0.5  0.5
  1  Rb    0    0    0",RbBr
293,mp-22875,6.593426508476237,47.54097425477557,82.58577249746558,"Full Formula (Tl1 Br1)
Reduced Formula: TlBr
abc   :   4.057120   4.057120   4.057120
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Br    0.5  0.5  0.5
  1  Tl    0    0    0",TlBr
294,mp-22888,3.3178992843847777,7.534832886075013,222.5857613812146,"Full Formula (Ca2 Br4)
Reduced Formula: CaBr2
abc   :   4.383589   6.701125   7.003281
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a        b         c
---  ----  ---  -------  --------
  0  Ca    0    0        0
  1  Ca    0.5  0.5      0.5
  2  Br    0    0.27641  0.326833
  3  Br    0    0.72359  0.673167
  4  Br    0.5  0.77641  0.173167
  5  Br    0.5  0.22359  0.826833",CaBr2
295,mp-22894,5.478791695441637,6.9877998767406,116.58576979780462,"Full Formula (Ag2 I2)
Reduced Formula: AgI
abc   :   4.710585   4.710585   7.613745
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ag    0.333333  0.666667  0.000219
  1  Ag    0.666667  0.333333  0.500219
  2  I     0.333333  0.666667  0.379681
  3  I     0.666667  0.333333  0.879681",AgI
296,mp-22895,6.982684419710659,8.110940131328599,153.58576685993827,"Full Formula (Cu1 I1)
Reduced Formula: CuI
abc   :   4.291987   4.291987   4.291987
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c    magmom
---  ----  ----  ----  ----  --------
  0  Cu    0.25  0.25  0.25         1
  1  I     0     0     0            1",CuI
297,mp-22896,3.9197504733637762,9.166131875764123,241.58575987258044,"Full Formula (La2 Cl6)
Reduced Formula: LaCl3
abc   :   7.602965   7.602965   4.375408
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Cl    0.607999  0.694903  0.75
  1  Cl    0.913095  0.607999  0.25
  2  Cl    0.392001  0.305097  0.25
  3  Cl    0.086905  0.392001  0.75
  4  Cl    0.305097  0.913095  0.75
  5  Cl    0.694903  0.086905  0.25
  6  La    0.666667  0.333333  0.75
  7  La    0.333333  0.666667  0.25",LaCl3
298,mp-22898,2.956013624487621,5.4735856054070915,99.58577114763511,"Full Formula (K1 I1)
Reduced Formula: KI
abc   :   5.080805   5.080805   5.080805
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  K     0    0    0
  1  I     0.5  0.5  0.5",KI
299,mp-22899,4.349079025250491,13.894419903439,285.58575637890164,"Full Formula (Li1 I1)
Reduced Formula: LiI
abc   :   4.260813   4.260813   4.260813
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Li    0    0    0
  1  I     0.5  0.5  0.5",LiI
300,mp-22901,3.3967382188967576,9.299883695499476,93.58577162404586,"Full Formula (K1 I1)
Reduced Formula: KI
abc   :   4.346382   4.346382   4.346382
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  K     0    0    0
  1  I     0.5  0.5  0.5",KI
301,mp-22903,2.8707321059648496,5.331777266595464,74.58577313267992,"Full Formula (Rb1 I1)
Reduced Formula: RbI
abc   :   5.294711   5.294711   5.294711
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Rb    0    0    0
  1  I     0.5  0.5  0.5",RbI
302,mp-22905,3.0734373566748823,11.558745206900895,393.58574780350807,"Full Formula (Li1 Cl1)
Reduced Formula: LiCl
abc   :   3.643543   3.643543   3.643543
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Li    0    0    0
  1  Cl    0.5  0.5  0.5",LiCl
303,mp-22906,3.1941967281587638,7.997330023394673,76.58577297387635,"Full Formula (Cs1 Br1)
Reduced Formula: CsBr
abc   :   4.393019   4.393019   4.393019
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Br    0.5  0.5  0.5
  1  Cs    0    0    0",CsBr
304,mp-22909,2.998678845293861,5.190813657570902,310.5857543938568,"Full Formula (Zn2 Cl4)
Reduced Formula: ZnCl2
abc   :   5.648129   5.648129   6.517490
angles: 115.677522 115.677522  90.000000
Sites (6)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Cl    0.352427  0.375     0.25
  1  Cl    0.125     0.647573  0.75
  2  Cl    0.625     0.102427  0.75
  3  Cl    0.897573  0.875     0.25
  4  Zn    0         0         0
  5  Zn    0.25      0.75      0.5",ZnCl2
305,mp-22913,10.198978320822713,12.762040734741463,177.58576495429523,"Full Formula (Cu1 Br1)
Reduced Formula: CuBr
abc   :   4.029812   4.029812   4.029812
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Cu    0.25  0.25  0.25
  1  Br    0     0     0",CuBr
306,mp-22914,6.428782310491044,8.998857426624939,253.58575891975903,"Full Formula (Cu1 Cl1)
Reduced Formula: CuCl
abc   :   3.821652   3.821652   3.821652
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Cl    0.25  0.25  0.25
  1  Cu    0     0     0",CuCl
307,mp-22919,8.301917472652955,18.109167422070986,103.34535948486929,"Full Formula (Ag1 I1)
Reduced Formula: AgI
abc   :   4.362142   4.362142   4.362142
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ag    0    0    0
  1  I     0.5  0.5  0.5",AgI
308,mp-22922,5.517742314782853,12.308099345346625,183.58576447788448,"Full Formula (Ag1 Cl1)
Reduced Formula: AgCl
abc   :   3.975635   3.975635   3.975635
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Cl    0.5  0.5  0.5
  1  Ag    0    0    0",AgCl
309,mp-22925,5.681014814013004,7.321002443852265,121.58576940079568,"Full Formula (Ag1 I1)
Reduced Formula: AgI
abc   :   4.695849   4.695849   4.695849
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ag    0     0     0
  1  I     0.25  0.25  0.25",AgI
310,mp-22934,2.8258429541910064,5.459099008174161,331.5857527264192,"Full Formula (K2 Pt1 Cl4)
Reduced Formula: K2PtCl4
abc   :   4.261407   7.105859   7.105859
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Cl    0    0.231696  0.768304
  1  Cl    0    0.231696  0.231696
  2  Cl    0    0.768304  0.768304
  3  Cl    0    0.768304  0.231696
  4  K     0.5  0         0.5
  5  K     0.5  0.5       0
  6  Pt    0    0         0",K2PtCl4
311,mp-22935,2.990075796612126,9.938681283132123,272.585757411125,"Full Formula (Cs2 Br2 F2)
Reduced Formula: CsBrF
abc   :   4.399293   4.399293  10.548388
angles: 102.036172 102.036172  90.000000
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  F     0.816733  0.816733  0.633466
  1  F     0.183267  0.183267  0.366534
  2  Br    0.059869  0.059869  0.119739
  3  Br    0.940131  0.940131  0.880261
  4  Cs    0.669249  0.669249  0.338498
  5  Cs    0.330751  0.330751  0.661502",CsBrF
312,mp-22936,4.745782025725637,13.558848515207677,468.58574184837363,"Full Formula (Ca2 N1 Cl1)
Reduced Formula: Ca2NCl
abc   :   6.961731   6.961731   6.961731
angles:  30.582991  30.582991  30.582991
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Cl    0         0         0
  2  Ca    0.771444  0.771444  0.771444
  3  Ca    0.228556  0.228556  0.228556",Ca2NCl
313,mp-22937,3.565998884215772,7.8130290002640175,354.58575090017797,"Full Formula (Na4 I2 O1)
Reduced Formula: Na4I2O
abc   :   4.707509   4.707509   8.719286
angles: 105.661179 105.661179  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0         0         0
  1  Na    0.142765  0.142765  0.285529
  2  Na    0         0.5       0
  3  Na    0.857235  0.857235  0.714471
  4  Na    0.5       0         0
  5  I     0.346773  0.346773  0.693545
  6  I     0.653227  0.653227  0.306455",Na4I2O
314,mp-22951,3.8785659476026897,9.687287212403534,242.58575979317874,"Full Formula (Ba2 I2 F2)
Reduced Formula: BaIF
abc   :   4.722230   4.722230   8.098809
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  I     0.25  0.25  0.651651
  3  I     0.75  0.75  0.348349
  4  Ba    0.75  0.75  0.829174
  5  Ba    0.25  0.25  0.170826",BaIF
315,mp-22956,2.8208134829976266,5.271006799248778,331.5857527264192,"Full Formula (K2 Pd1 Cl4)
Reduced Formula: K2PdCl4
abc   :   4.216236   7.158844   7.158844
angles:  90.000000  90.000000  90.000000
Sites (7)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Cl    0    0.230457  0.769543
  1  Cl    0    0.230457  0.230457
  2  Cl    0    0.769543  0.769543
  3  Cl    0    0.769543  0.230457
  4  K     0.5  0.5       0
  5  K     0.5  0         0.5
  6  Pd    0    0         0",K2PdCl4
316,mp-22957,2.991938401673002,8.8123101212876,317.58575383804435,"Full Formula (Sr2 Cl2 F2)
Reduced Formula: SrClF
abc   :   4.181176   4.181176   7.019690
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Cl    0.25  0.25  0.643007
  3  Cl    0.75  0.75  0.356993
  4  Sr    0.75  0.75  0.798826
  5  Sr    0.25  0.25  0.201174",SrClF
317,mp-22984,5.8069075007447255,19.662768541048308,543.8612030793709,"Full Formula (Na2 Bi2 O4)
Reduced Formula: NaBiO2
abc   :   5.204081   5.204081   5.968585
angles:  64.588441  64.588441  89.430170
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.86544   0.70611   0.245847
  1  O     0.29389   0.13456   0.254153
  2  O     0.70611   0.86544   0.745847
  3  O     0.13456   0.29389   0.754153
  4  Na    0.626635  0.373365  0.75
  5  Na    0.373365  0.626635  0.25
  6  Bi    0.884324  0.115676  0.25
  7  Bi    0.115676  0.884324  0.75",NaBiO2
318,mp-22988,5.134629493570229,18.13098328866679,273.5857573317232,"Full Formula (Cs1 Ge1 Cl3)
Reduced Formula: CsGeCl3
abc   :   5.518274   5.518274   5.518274
angles:  89.844000  89.844000  89.844000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.050606  0.503279  0.503279
  1  Cl    0.503279  0.503279  0.050606
  2  Cl    0.503279  0.050606  0.503279
  3  Ge    0.486762  0.486762  0.486762
  4  Cs    7.4e-05   7.4e-05   7.4e-05",CsGeCl3
319,mp-22990,3.5478548041670286,9.038805181141152,263.5857581257411,"Full Formula (Cs1 I1 Cl2)
Reduced Formula: CsICl2
abc   :   5.624418   5.624418   5.624418
angles:  71.499353  71.499353  71.499353
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.706493  0.706493  0.706493
  1  Cl    0.293507  0.293507  0.293507
  2  I     0.5       0.5       0.5
  3  Cs    0         0         0",CsICl2
320,mp-23004,2.8295377202246783,8.877306736746073,368.58574978855285,"Full Formula (Cs2 Mg2 Cl6)
Reduced Formula: CsMgCl3
abc   :   7.413464   7.413464   6.269154
angles:  90.000000  90.000000 120.000000
Sites (10)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  Mg    0         0         0
  1  Mg    0         0         0.5
  2  Cl    0.845944  0.691889  0.75
  3  Cl    0.845944  0.154056  0.75
  4  Cl    0.154056  0.308111  0.25
  5  Cl    0.308111  0.154056  0.75
  6  Cl    0.691889  0.845944  0.25
  7  Cl    0.154056  0.845944  0.25
  8  Cs    0.333333  0.666667  0.75
  9  Cs    0.666667  0.333333  0.25",CsMgCl3
321,mp-23009,5.1009093320320344,13.803908485906069,451.58574319820394,"Full Formula (Ca2 Br1 N1)
Reduced Formula: Ca2BrN
abc   :   7.257411   7.257411   7.257411
angles:  29.735647  29.735647  29.735647
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Ca    0.225424  0.225424  0.225424
  2  Ca    0.774576  0.774576  0.774576
  3  Br    0         0         0",Ca2BrN
322,mp-23018,5.70867862524289,22.73687476953768,727.5857212833093,"Full Formula (Bi2 Sb2 O8)
Reduced Formula: BiSbO4
abc   :   4.987572   5.607017   6.559816
angles: 103.381018 112.343653  90.000000
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.812704  0.536616  0.307236
  1  O     0.005468  0.963384  0.692764
  2  O     0.187296  0.463384  0.692764
  3  O     0.994532  0.036616  0.307236
  4  O     0.348116  0.81163   0.130179
  5  O     0.717937  0.68837   0.869821
  6  O     0.651884  0.18837   0.869821
  7  O     0.282063  0.31163   0.130179
  8  Sb    0         0         0
  9  Sb    0.5       0.5       0
 10  Bi    0.760597  0.25      0.5
 11  Bi    0.239403  0.75      0.5",BiSbO4
323,mp-23023,4.890258186860793,15.349477323012554,476.58574121315917,"Full Formula (La2 Br2 O2)
Reduced Formula: LaBrO
abc   :   4.151352   4.151352   7.668777
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.75  0.25  0
  1  O     0.25  0.75  0
  2  Br    0.25  0.25  0.640424
  3  Br    0.75  0.75  0.359576
  4  La    0.75  0.75  0.84332
  5  La    0.25  0.25  0.15668",LaBrO
324,mp-23024,3.3298321188169737,9.185660548372992,295.5857555848837,"Full Formula (Sr2 Br2 F2)
Reduced Formula: SrBrF
abc   :   4.256561   4.256561   7.504809
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Br    0.25  0.25  0.647022
  3  Br    0.75  0.75  0.352978
  4  Sr    0.75  0.75  0.815369
  5  Sr    0.25  0.25  0.184631",SrBrF
325,mp-23025,4.468510655458979,15.573770334279285,494.58573978392684,"Full Formula (La2 Cl2 O2)
Reduced Formula: LaClO
abc   :   4.133867   4.133867   6.958362
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.75  0.25  0
  1  O     0.25  0.75  0
  2  Cl    0.25  0.25  0.630687
  3  Cl    0.75  0.75  0.369313
  4  La    0.75  0.75  0.826344
  5  La    0.25  0.25  0.173656",LaClO
326,mp-23033,4.816402157378187,15.490919139492949,408.58574661248116,"Full Formula (Sr2 N1 Cl1)
Reduced Formula: Sr2NCl
abc   :   7.458020   7.458020   7.458020
angles:  30.429542  30.429542  30.429542
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Cl    0         0         0
  2  Sr    0.770065  0.770065  0.770065
  3  Sr    0.229935  0.229935  0.229935",Sr2NCl
327,mp-23040,6.310038609469255,12.47051689313424,289.5857560612945,"Full Formula (Ca2 P1 I1)
Reduced Formula: Ca2PI
abc   :   7.890638   7.890638   7.890638
angles:  31.701747  31.701747  31.701747
Sites (4)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  P     0.5      0.5      0.5           0.6
  1  Ca    0.77072  0.77072  0.77072       0.6
  2  Ca    0.22928  0.22928  0.22928       0.6
  3  I     0        0        0             0.6",Ca2PI
328,mp-23054,4.515038309980022,10.461912425142373,553.5857350992212,"Full Formula (Na2 Bi2 O6)
Reduced Formula: NaBiO3
abc   :   6.351104   6.351104   6.351104
angles:  53.146644  53.146643  53.146644
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.057607  0.704232  0.461919       0.6
  1  O     0.704232  0.461919  0.057607       0.6
  2  O     0.461919  0.057607  0.704232       0.6
  3  O     0.942393  0.295768  0.538081       0.6
  4  O     0.538081  0.942393  0.295768       0.6
  5  O     0.295768  0.538081  0.942393       0.6
  6  Na    0.137985  0.137985  0.137985       0.6
  7  Na    0.862015  0.862015  0.862015       0.6
  8  Bi    0.342651  0.342651  0.342651       0.6
  9  Bi    0.657349  0.657349  0.657349       0.6",NaBiO3
329,mp-23056,5.131655891826322,15.254835322570345,397.5857474859008,"Full Formula (Sr2 Br1 N1)
Reduced Formula: Sr2BrN
abc   :   7.750107   7.750107   7.750107
angles:  29.580912  29.580912  29.580912
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  N     0.5       0.5       0.5
  1  Br    0         0         0
  2  Sr    0.772976  0.772976  0.772976
  3  Sr    0.227024  0.227024  0.227024",Sr2BrN
330,mp-23059,2.972789164438044,7.844850607898415,319.58575367924067,"Full Formula (Rb2 Sn1 Cl6)
Reduced Formula: Rb2SnCl6
abc   :   7.364118   7.364118   7.364118
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cl    0.237494  0.762506  0.762506
  1  Cl    0.237494  0.762506  0.237494
  2  Cl    0.762506  0.237494  0.762506
  3  Cl    0.762506  0.237494  0.237494
  4  Cl    0.762506  0.762506  0.237494
  5  Cl    0.237494  0.237494  0.762506
  6  Rb    0.25      0.25      0.25
  7  Rb    0.75      0.75      0.75
  8  Sn    0         0         0",Rb2SnCl6
331,mp-23060,6.001420390631599,9.047766524321645,177.58576495429523,"Full Formula (Cs2 Pt1 I6)
Reduced Formula: Cs2PtI6
abc   :   8.300127   8.300127   8.300127
angles:  60.000000  60.000000  60.000000
Sites (9)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  I     0.768714  0.231286  0.768714         1
  1  I     0.231286  0.231286  0.768714         1
  2  I     0.768714  0.231286  0.231286         1
  3  I     0.231286  0.768714  0.231286         1
  4  I     0.231286  0.768714  0.768714         1
  5  I     0.768714  0.768714  0.231286         1
  6  Cs    0.25      0.25      0.25             1
  7  Cs    0.75      0.75      0.75             1
  8  Pt    0         0         0                1",Cs2PtI6
332,mp-23070,3.3545597057437355,8.941823881247556,265.58575796693754,"Full Formula (Ba2 Br2 F2)
Reduced Formula: BaBrF
abc   :   4.577164   4.577164   7.568592
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  F     0.25  0.75  0
  1  F     0.75  0.25  0
  2  Br    0.25  0.25  0.649149
  3  Br    0.75  0.75  0.350851
  4  Ba    0.75  0.75  0.807432
  5  Ba    0.25  0.25  0.192568",BaBrF
333,mp-23091,5.53249391284024,30.70302189439234,653.9614869773397,"Full Formula (Ba2 Bi1 Sb1 O6)
Reduced Formula: Ba2BiSbO6
abc   :   6.103002   6.103002   6.103002
angles:  60.478296  60.478296  60.478296
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.271296  0.778852  0.685017
  1  O     0.778852  0.685017  0.271296
  2  O     0.685017  0.271296  0.778852
  3  O     0.728704  0.221148  0.314983
  4  O     0.314983  0.728704  0.221148
  5  O     0.221148  0.314983  0.728704
  6  Sb    0.5       0.5       0.5
  7  Ba    0.748704  0.748704  0.748704
  8  Ba    0.251296  0.251296  0.251296
  9  Bi    0         0         0",Ba2BiSbO6
334,mp-23092,5.629351766315764,79.70941313799959,745.5485956310678,"Full Formula (Ba2 Ta1 Bi1 O6)
Reduced Formula: Ba2TaBiO6
abc   :   6.097277   6.097277   6.097277
angles:  60.586548  60.586548  60.586548
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.27449   0.781144  0.677965
  1  O     0.781144  0.677965  0.27449
  2  O     0.677965  0.27449   0.781144
  3  O     0.72551   0.218856  0.322035
  4  O     0.322035  0.72551   0.218856
  5  O     0.218856  0.322035  0.72551
  6  Ba    0.251184  0.251184  0.251184
  7  Ba    0.748816  0.748816  0.748816
  8  Ta    0.5       0.5       0.5
  9  Bi    0         0         0",Ba2TaBiO6
335,mp-23116,15.040281026306925,61.18031303932066,437.5857443098292,"Full Formula (Cu2 Bi2 Se2 O2)
Reduced Formula: CuBiSeO
abc   :   3.949713   3.949713   9.067505
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP       a     b         c
---  ----  ----  ----  --------
  0  O     0.25  0.75  0
  1  O     0.75  0.25  0
  2  Cu    0.75  0.25  0.5
  3  Cu    0.25  0.75  0.5
  4  Se    0.25  0.25  0.672824
  5  Se    0.75  0.75  0.327176
  6  Bi    0.75  0.75  0.860179
  7  Bi    0.25  0.25  0.139821",CuBiSeO
