,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,mu_b,mu_b saturation
275,Fe2CoSn,Full Heusler,29,D022,5.2541,1.4938,0.059000000000000004,48.36,5.8411,1000.09
276,Fe2CoP,Full Heusler,30,D022,5.4186,1.0599,-0.20199999999999999,47.93,3.7875,833.19
277,Fe2CoAs,Full Heusler,30,L21,5.72,1.0,0.05,49.0,4.848,960.95
278,Fe2CoSb,Full Heusler,30,D022,5.9538,1.0104,0.16399999999999998,65.86,5.2371,911.03
279,Fe2NiAl,Full Heusler,29,D022,4.9494,1.5606,-0.27,19.72,4.5692,895.85
280,Fe2NiGa,Full Heusler,29,D022,4.9986,1.5315,-0.16699999999999998,32.84,4.7697,924.99
281,Fe2NiIn,Full Heusler,29,D022,5.2056,1.5535,0.096,64.88,5.1293,868.29
282,Fe2NiSi,Full Heusler,30,D022,4.9287,1.5014,-0.327,2.56,4.6756,964.86
283,Fe2NiGe,Full Heusler,30,D022,5.0188,1.5075,-0.165,5.79,4.8274,939.74
284,Fe2NiSn,Full Heusler,30,D022,5.218999999999999,1.5298,-0.042,14.2,4.9502,844.38
285,Fe2NiP,Full Heusler,31,D022,5.3607,1.1005,-0.23600000000000002,23.36,3.0197,660.73
286,Fe2NiAs,Full Heusler,31,D022,5.0354,1.5397,-0.083,4.36,5.5457,1046.53
287,Fe2NiSb,Full Heusler,31,D022,5.2267,1.54,0.002,30.79,5.3721,906.31
288,Ru2ScAl,Full Heusler,22,L21,6.2276,0.9991,-0.5670000000000001,0.0,0.0,0.0
289,Ru2ScGa,Full Heusler,22,L21,6.24,1.0,-0.435,0.02,0.0002,0.03
290,Ru2ScIn,Full Heusler,22,L21,6.4522,1.0016,-0.26,0.02,0.0002,0.03
291,Ru2ScSi,Full Heusler,23,L21,6.13,1.0,-0.6659999999999999,0.0,0.0,0.0
292,Ru2ScGe,Full Heusler,23,L21,6.216,0.9997,-0.535,0.0,0.0,0.0
293,Ru2ScSn,Full Heusler,23,L21,6.4312,0.9997,-0.526,0.03,0.0004,0.06
294,Ru2ScP,Full Heusler,24,L21,6.07,1.0,-0.66,0.0,0.0,0.0
295,Ru2ScAs,Full Heusler,24,L21,6.2,1.0,-0.5379999999999999,0.01,0.0,0.0
296,Ru2ScSb,Full Heusler,24,L21,6.39,1.0,-0.605,0.01,0.0,0.0
297,Ru2TiAl,Full Heusler,23,L21,6.0858,1.0002,-0.765,0.0,0.0,0.0
298,Ru2TiGa,Full Heusler,23,L21,6.1,1.0,-0.623,0.0,0.0,0.0
299,Ru2TiIn,Full Heusler,23,L21,6.314,0.9989,-0.34700000000000003,0.0,0.0001,0.01
300,Ru2TiSi,Full Heusler,24,L21,5.9958,1.0,-0.8959999999999999,0.01,0.0,0.0
301,Ru2TiGe,Full Heusler,24,L21,6.0797,1.0002,-0.708,0.01,0.0,0.0
302,Ru2TiSn,Full Heusler,24,L21,6.29,1.0,-0.604,0.01,0.0,0.0
303,Ru2TiP,Full Heusler,25,D022,5.7232,1.1477,-0.612,0.0,0.0,0.0
304,Ru2TiAs,Full Heusler,25,D022,5.8325,1.1516,-0.45399999999999996,0.0,0.0,0.0
305,Ru2TiSb,Full Heusler,25,D022,6.0283,1.1435,-0.457,0.0,0.0,0.0
306,Ru2VAl,Full Heusler,24,L21,5.9945,1.0,-0.628,0.02,0.0,0.0
307,Ru2VGa,Full Heusler,24,L21,6.0142,1.0002,-0.45799999999999996,0.0,0.0,0.0
308,Ru2VIn,Full Heusler,24,L21,6.2309,0.9998,-0.115,0.01,0.0,0.0
309,Ru2VSi,Full Heusler,25,L21,5.93,1.0,-0.565,85.07,0.9479,168.63
310,Ru2VGe,Full Heusler,25,L21,6.0247,1.0005,-0.36,99.0,1.0,169.55
311,Ru2VSn,Full Heusler,25,L21,6.24,1.0,-0.191,0.84,0.0036,0.55
312,Ru2VP,Full Heusler,26,D022,5.55,1.218,-0.34299999999999997,3.35,0.0471,8.39
313,Ru2VAs,Full Heusler,26,L21,6.07,1.0,-0.121,96.54,1.9280000000000002,319.79
314,Ru2VSb,Full Heusler,26,D022,5.8518,1.2114,-0.11800000000000001,0.03,0.0002,0.03
315,Ru2CrAl,Full Heusler,25,L21,5.9697,0.9999,-0.34700000000000003,92.21,1.071,186.78
316,Ru2CrGa,Full Heusler,25,L21,5.9937,1.0002,-0.18600000000000003,90.72,1.1539,198.74
317,Ru2CrIn,Full Heusler,25,L21,6.22,1.0,0.157,88.03,1.2682,195.5
318,Ru2CrSi,Full Heusler,26,L21,5.9221,1.0,-0.413,97.16,2.0034,357.8
319,Ru2CrGe,Full Heusler,26,L21,6.0108,1.0001,-0.217,86.97,2.0241,345.73
320,Ru2CrSn,Full Heusler,26,L21,6.24,1.0,-0.079,71.39,2.0577,314.16
321,Ru2CrP,Full Heusler,27,L21,5.92,1.0,-0.22,96.92,2.9699,531.01
322,Ru2CrAs,Full Heusler,27,L21,6.05,1.0,-0.042,95.5,2.9478,493.81
323,Ru2CrSb,Full Heusler,27,L21,6.2258,1.0087,-0.019,98.62,3.0034,457.73
324,Ru2MnAl,Full Heusler,26,L21,5.9759,0.9997,-0.39899999999999997,60.72,2.1106,367.0
325,Ru2MnGa,Full Heusler,26,L21,5.996,1.0,-0.254,62.9,2.1457,369.26
326,Ru2MnIn,Full Heusler,26,L21,6.2306,0.9999,0.076,70.11,2.2152,339.79
327,Ru2MnSi,Full Heusler,27,L21,5.9166,0.9996,-0.465,96.58,3.011,539.5
328,Ru2MnGe,Full Heusler,27,L21,6.0069,1.0001,-0.264,94.43,3.0349,519.35
329,Ru2MnSn,Full Heusler,27,L21,6.2356,1.0,-0.134,90.83,3.0859,472.12
330,Ru2MnP,Full Heusler,28,L21,5.91,1.0,-0.308,96.13,3.9618,711.96
331,Ru2MnAs,Full Heusler,28,L21,6.04,1.0,-0.129,92.31,3.9508,665.12
332,Ru2MnSb,Full Heusler,28,L21,6.24,1.0,-0.126,95.58,4.0241,614.39
333,Ru2FeAl,Full Heusler,27,L21,5.98,1.0,-0.305,79.09,3.1046,538.55
334,Ru2FeGa,Full Heusler,27,L21,5.9964,1.0005,-0.149,82.14,3.1606,543.48
335,Ru2FeIn,Full Heusler,27,L21,6.23,1.0,0.174,79.37,3.2673,501.25
336,Ru2FeSi,Full Heusler,28,L21,5.91,1.0,-0.36200000000000004,73.14,3.9022,701.25
337,Ru2FeGe,Full Heusler,28,L21,6.01,1.0,-0.159,77.06,4.0354,689.59
338,Ru2FeSn,Full Heusler,28,L21,6.23,1.0,-0.046,66.57,4.147,636.2
339,Ru2FeP,Full Heusler,29,L21,5.8963,0.9982,-0.191,70.39,4.1472,751.84
340,Ru2FeAs,Full Heusler,29,L21,6.02,1.0,-0.01,81.74,4.2502,722.68
341,Ru2FeSb,Full Heusler,29,L21,6.22,1.0,0.0,71.95,4.388,676.43
342,Ru2CoAl,Full Heusler,28,L21,5.95,1.0,-0.152,29.38,2.1645,381.18
343,Ru2CoGa,Full Heusler,28,L21,5.97,1.0,0.002,36.96,1.6152,281.6
344,Ru2CoIn,Full Heusler,28,L21,6.175,0.9969,0.366,1.93,0.2047,32.35
345,Ru2CoSi,Full Heusler,29,L21,5.87,1.0,-0.242,27.77,1.9178,351.74
346,Ru2CoGe,Full Heusler,29,L21,5.96,1.0,-0.032,24.61,1.9867,348.11
347,Ru2CoSn,Full Heusler,29,L21,6.1683,0.9986,0.11800000000000001,48.23,3.0292,479.45
348,Ru2CoP,Full Heusler,30,L21,5.84,1.0,-0.151,5.88,2.2273,414.83
349,Ru2CoAs,Full Heusler,30,L21,5.98,1.0,0.05,5.98,2.5327,439.35
350,Ru2CoSb,Full Heusler,30,L21,6.19,1.0,0.09300000000000001,57.07,2.8044,438.63
351,Ru2NiAl,Full Heusler,29,L21,5.94,1.0,-0.185,0.0,0.0,0.0
352,Ru2NiGa,Full Heusler,29,L21,5.956,1.0002,-0.048,0.0,0.0001,0.02
353,Ru2NiIn,Full Heusler,29,L21,6.183,1.0025,0.295,1.89,0.4478,70.1
354,Ru2NiSi,Full Heusler,30,L21,5.8584,0.9999,-0.297,2.65,0.2722,50.22
355,Ru2NiGe,Full Heusler,30,L21,5.9512,0.9999,-0.08900000000000001,0.5,0.4651,81.87
356,Ru2NiSn,Full Heusler,30,L21,6.19,1.0,0.068,34.34,1.798,281.22
357,Ru2NiP,Full Heusler,31,L21,5.8253,0.9997,-0.23199999999999998,0.0,0.0001,0.02
358,Ru2NiAs,Full Heusler,31,L21,5.96,1.0,-0.017,0.0,0.0008,0.14
359,Ru2NiSb,Full Heusler,31,L21,6.18,1.0,0.037000000000000005,33.41,1.6166,254.08
360,Co2ScAl,Full Heusler,24,L21,5.97,1.0,-0.51,0.05,0.0001,0.02
361,Co2ScGa,Full Heusler,24,L21,5.97,1.0,-0.43799999999999994,0.03,0.0001,0.02
362,Co2ScIn,Full Heusler,24,L21,6.21,1.0,-0.24600000000000002,0.02,0.0,0.0
363,Co2ScSi,Full Heusler,25,L21,5.87,1.0,-0.581,100.0,1.0,183.41
364,Co2ScGe,Full Heusler,25,L21,5.9621,0.9999,-0.461,93.33,1.0143,177.56
365,Co2ScSn,Full Heusler,25,L21,6.21,1.0,-0.424,87.62,1.0378,160.76
366,Co2ScP,Full Heusler,26,L21,5.8344,0.9996,-0.552,67.39,2.0,373.72
367,Co2ScAs,Full Heusler,26,L21,5.99,1.0,-0.408,87.34,1.9969999999999999,344.69
368,Co2ScSb,Full Heusler,26,L21,6.22,1.0,-0.414,100.0,2.0,308.31
369,Co2TiAl,Full Heusler,25,L21,5.83,1.0,-0.621,60.07,1.0,187.21
370,Co2TiGa,Full Heusler,25,L21,5.83,1.0,-0.525,91.02,1.0005,187.3
371,Co2TiIn,Full Heusler,25,L21,6.07,1.0,-0.251,88.37,1.0284,170.58
372,Co2TiSi,Full Heusler,26,L21,5.75,1.0,-0.669,7.5,2.0,390.26
373,Co2TiGe,Full Heusler,26,L21,5.8394,1.0006,-0.505,14.8,2.0,372.37
374,Co2TiSn,Full Heusler,26,L21,6.09,1.0,-0.397,100.0,2.0,328.48
375,Co2TiP,Full Heusler,27,D022,5.22,1.2989,-0.614,22.88,0.9248,185.7
376,Co2TiAs,Full Heusler,27,D022,5.38,1.2770000000000001,-0.408,67.19,0.9743,181.76
377,Co2TiSb,Full Heusler,27,D022,5.78,1.1574,-0.322,7.78,1.2418,206.11
378,Co2VAl,Full Heusler,26,L21,5.74,1.0,-0.41200000000000003,94.88,1.9985,392.01
379,Co2VGa,Full Heusler,26,L21,5.7561,1.0,-0.29600000000000004,100.0,2.0,389.03
380,Co2VIn,Full Heusler,26,L21,6.0,1.0,0.017,94.62,2.0031,344.01
381,Co2VSi,Full Heusler,27,D022,5.21,1.2687,-0.44799999999999995,51.51,0.9313,192.55
382,Co2VGe,Full Heusler,27,D022,5.2646,1.2922,-0.263,13.5,0.9229999999999999,181.6
383,Co2VSn,Full Heusler,27,L21,6.02,1.0,-0.092,70.08,3.0,510.1
384,Co2VP,Full Heusler,28,D022,4.9881,1.4113,-0.423,0.0,0.0001,0.02
385,Co2VAs,Full Heusler,28,D022,5.1288,1.4031,-0.16899999999999998,0.03,0.0002,0.04
386,Co2VSb,Full Heusler,28,L21,6.02,1.0,0.001,9.32,3.6913,627.65
387,Co2CrAl,Full Heusler,27,L21,5.704,1.0001,-0.233,100.0,3.0,599.57
388,Co2CrGa,Full Heusler,27,L21,5.7241,0.9986,-0.105,94.22,3.0259,599.32
389,Co2CrIn,Full Heusler,27,L21,5.98,1.0,0.207,88.65,3.165,549.03
390,Co2CrSi,Full Heusler,28,L21,5.6335,0.9995,-0.31,100.0,4.0,830.36
391,Co2CrGe,Full Heusler,28,L21,5.74,1.0,-0.111,100.0,4.0,784.61
392,Co2CrSn,Full Heusler,28,L21,5.99,1.0,0.016,91.25,4.019,693.69
393,Co2CrP,Full Heusler,29,D022,4.95,1.4121,-0.268,29.41,1.2939,280.25
394,Co2CrAs,Full Heusler,29,D022,5.1204,1.389,-0.015,14.29,1.3838,275.29
395,Co2CrSb,Full Heusler,29,L21,6.0086,1.0001,0.051,100.0,5.0,854.89
396,Co2MnAl,Full Heusler,28,L21,5.7,1.0,-0.35600000000000004,59.7,4.0235,805.95
397,Co2MnGa,Full Heusler,28,L21,5.7183,1.0002,-0.228,72.89,4.0987,813.01
398,Co2MnIn,Full Heusler,28,L21,5.9839,0.9998,0.069,2.06,4.4315,767.41
399,Co2MnSi,Full Heusler,29,L21,5.6301,0.9997,-0.441,100.0,5.0,1039.59
400,Co2MnGe,Full Heusler,29,L21,5.7347,1.0002,-0.248,99.46,5.0,983.33
401,Co2MnSn,Full Heusler,29,L21,5.99,1.0,-0.131,76.76,5.0283,867.9
402,Co2MnP,Full Heusler,30,L21,5.6382,0.9995,-0.314,100.0,5.9999,1242.43
403,Co2MnAs,Full Heusler,30,L21,5.7963,0.9988,-0.126,95.58,5.9966,1143.66
404,Co2MnSb,Full Heusler,30,L21,6.018,1.0011,-0.087,100.0,6.0,1020.09
405,Co2FeAl,Full Heusler,29,L21,5.7,1.0,-0.359,74.69,4.9910000000000005,999.75
406,Co2FeGa,Full Heusler,29,L21,5.72,1.0,-0.231,74.39,5.0109,993.24
407,Co2FeIn,Full Heusler,29,L21,5.98,1.0,0.065,31.78,5.1132,886.99
408,Co2FeSi,Full Heusler,30,L21,5.627999999999999,0.9992,-0.354,72.34,5.48,1141.24
409,Co2FeGe,Full Heusler,30,L21,5.74,1.0,-0.163,67.99,5.6579,1109.8
410,Co2FeSn,Full Heusler,30,L21,5.9935,1.0033,-0.039,68.56,5.7037,979.57
411,Co2FeP,Full Heusler,31,D022,5.1947,1.2352,-0.247,6.49,4.6553,997.36
412,Co2FeAs,Full Heusler,31,D022,5.38,1.2193,-0.038,11.48,5.0427,985.19
413,Co2FeSb,Full Heusler,31,D022,5.63,1.1918,0.028999999999999998,14.9,4.8951,853.79
414,Co2CoAl,Full Heusler,30,L21,5.68,1.0,-0.22,67.49,4.0336,816.54
415,Co2CoGa,Full Heusler,30,L21,5.7,1.0,-0.09,69.43,4.0989,821.05
416,Co2CoIn,Full Heusler,30,L21,5.97,1.0,0.209,74.43,4.3081,751.09
417,Co2CoSi,Full Heusler,31,D022,5.07,1.3156,-0.285,62.54,2.8601,618.82
418,Co2CoGe,Full Heusler,31,L21,5.7,1.0,-0.055999999999999994,63.59,3.9626,793.75
419,Co2CoSn,Full Heusler,31,L21,5.9636,0.9940000000000001,0.079,69.03,3.9941,702.78
420,Co2CoP,Full Heusler,32,D022,4.95,1.3717,-0.239,35.09,2.3689,528.19
421,Co2CoAs,Full Heusler,32,D022,5.09,1.3733,-0.008,28.67,2.623,537.29
422,Co2CoSb,Full Heusler,32,D022,5.33,1.349,0.065,51.48,2.5396,461.22
423,Co2NiAl,Full Heusler,31,D022,5.042,1.4259,-0.249,72.15,2.8742,583.37
424,Co2NiGa,Full Heusler,31,D022,5.0864,1.4034,-0.132,71.81,2.9236,587.29
425,Co2NiIn,Full Heusler,31,D022,5.2768,1.4358,0.138,75.21,3.1205,548.73
426,Co2NiSi,Full Heusler,32,D022,5.1124,1.2842,-0.313,51.5,1.966,424.99
427,Co2NiGe,Full Heusler,32,D022,5.1942,1.2979,-0.125,51.51,2.106,429.55
428,Co2NiSn,Full Heusler,32,D022,5.3867,1.3281,0.003,54.29,2.266,404.94
429,Co2NiP,Full Heusler,33,D022,5.0729,1.274,-0.253,67.99,1.3159999999999998,293.51
430,Co2NiAs,Full Heusler,33,D022,5.2064,1.2837,-0.036000000000000004,69.92,1.4897,305.05
431,Co2NiSb,Full Heusler,33,D022,5.4176,1.2808,0.016,68.98,1.2362,225.17
432,Rh2ScAl,Full Heusler,24,L21,6.24,1.0,-1.0979999999999999,0.0,0.0,0.0
433,Rh2ScGa,Full Heusler,24,L21,6.25,1.0,-0.982,0.0,0.0,0.0
434,Rh2ScIn,Full Heusler,24,L21,6.454,0.9994,-0.848,0.0,0.0,0.0
435,Rh2ScSi,Full Heusler,25,D022,5.91,1.1387,-0.9640000000000001,0.0,0.0,0.0
436,Rh2ScGe,Full Heusler,25,D022,5.96,1.1577,-0.885,0.0,0.0,0.0
437,Rh2ScSn,Full Heusler,25,D022,6.1842,1.1374,-0.9279999999999999,0.0,0.0,0.0
438,Rh2ScP,Full Heusler,26,D022,5.63,1.3126,-0.8440000000000001,0.0,0.0,0.0
439,Rh2ScAs,Full Heusler,26,D022,5.75,1.3043,-0.772,0.0,0.0,0.0
440,Rh2ScSb,Full Heusler,26,D022,6.02,1.2342,-0.826,0.0,0.0,0.0
441,Rh2TiAl,Full Heusler,25,D022,5.8845,1.1227,-1.01,0.0,0.0,0.0
442,Rh2TiGa,Full Heusler,25,D022,5.8319,1.1589,-0.887,0.0,0.0,0.0
443,Rh2TiIn,Full Heusler,25,D022,6.03,1.1559,-0.6859999999999999,0.0,0.0,0.0
444,Rh2TiSi,Full Heusler,26,D022,5.6,1.2643,-0.9,0.01,0.0,0.0
445,Rh2TiGe,Full Heusler,26,D022,5.6423,1.2830000000000001,-0.792,0.0,0.0,0.0
446,Rh2TiSn,Full Heusler,26,D022,5.88,1.25,-0.762,0.39,0.0022,0.32
447,Rh2TiP,Full Heusler,27,D022,5.4054,1.3963,-0.787,0.0,0.0,0.0
448,Rh2TiAs,Full Heusler,27,D022,5.5119,1.3919,-0.669,0.0,0.0,0.0
449,Rh2TiSb,Full Heusler,27,D022,5.7482,1.339,-0.659,0.0,0.0,0.0
450,Rh2VAl,Full Heusler,26,D022,5.68,1.206,-0.679,0.0,0.0,0.0
451,Rh2VGa,Full Heusler,26,D022,5.62,1.2509,-0.5529999999999999,59.48,0.3366,56.24
452,Rh2VIn,Full Heusler,26,D022,5.82,1.2457,-0.32299999999999995,61.1,0.6293,95.06
453,Rh2VSi,Full Heusler,27,D022,5.5053,1.2839,-0.617,77.76,1.1145,192.98
454,Rh2VGe,Full Heusler,27,D022,5.56,1.2986,-0.483,78.58,1.1332,188.34
455,Rh2VSn,Full Heusler,27,D022,5.78,1.2785,-0.44,78.74,1.2745,191.5
456,Rh2VP,Full Heusler,28,D022,5.3213,1.4037,-0.493,37.95,1.0604,185.97
457,Rh2VAs,Full Heusler,28,D022,5.46,1.3864,-0.361,12.98,1.2197,200.49
458,Rh2VSb,Full Heusler,28,D022,5.69,1.3427,-0.32299999999999995,0.01,0.0,0.0
459,Rh2CrAl,Full Heusler,27,L21,6.0464,0.9982,-0.542,93.96,3.014,506.68
460,Rh2CrGa,Full Heusler,27,L21,6.0572,1.003,-0.39399999999999996,91.35,3.0382,505.62
461,Rh2CrIn,Full Heusler,27,L21,6.29,1.0,-0.187,87.73,3.1289999999999996,466.42
462,Rh2CrSi,Full Heusler,28,D022,5.5,1.2727,-0.486,30.46,2.2108,387.31
463,Rh2CrGe,Full Heusler,28,D022,5.57,1.2801,-0.35,36.79,2.256,378.33
464,Rh2CrSn,Full Heusler,28,D022,5.84,1.2397,-0.322,71.96,2.7315,410.36
465,Rh2CrP,Full Heusler,29,D022,5.38,1.3513,-0.31,29.31,1.989,350.64
466,Rh2CrAs,Full Heusler,29,D022,5.54,1.3249,-0.185,49.41,2.5823,425.22
467,Rh2CrSb,Full Heusler,29,D022,5.69,1.3427,-0.231,89.89,2.984,447.52
468,Rh2MnAl,Full Heusler,28,L21,6.04,1.0,-0.693,85.0,4.0755,686.12
469,Rh2MnGa,Full Heusler,28,L21,6.06,1.0,-0.537,81.46,4.1263,687.81
470,Rh2MnIn,Full Heusler,28,L21,6.2917,1.0003,-0.34299999999999997,57.36,4.3626,649.57
471,Rh2MnSi,Full Heusler,29,L21,5.99,1.0,-0.59,22.29,4.6918,809.82
472,Rh2MnGe,Full Heusler,29,D022,5.9,1.0949,-0.45299999999999996,7.25,4.3881,723.88
473,Rh2MnSn,Full Heusler,29,L21,6.3,1.0,-0.46799999999999997,24.5,4.7673,707.26
474,Rh2MnP,Full Heusler,30,D022,5.59,1.2254,-0.38299999999999995,34.89,4.0753,706.27
475,Rh2MnAs,Full Heusler,30,D022,5.7278,1.2154,-0.28800000000000003,21.95,4.2482,690.02
476,Rh2MnSb,Full Heusler,30,L21,6.32,1.0,-0.325,65.38,4.7785,702.21
477,Rh2FeAl,Full Heusler,29,L21,6.02,1.0,-0.605,89.21,4.2859,728.75
478,Rh2FeGa,Full Heusler,29,L21,6.04,1.0,-0.44,90.89,4.2503,715.54
479,Rh2FeIn,Full Heusler,29,L21,6.27,1.0,-0.231,88.75,4.2259,635.98
480,Rh2FeSi,Full Heusler,30,D022,5.6362,1.1785,-0.483,48.15,3.8427,675.54
481,Rh2FeGe,Full Heusler,30,L21,6.05,1.0,-0.293,79.24,3.5169,589.14
482,Rh2FeSn,Full Heusler,30,D022,5.8812,1.2045,-0.337,53.23,3.9303,595.03
483,Rh2FeP,Full Heusler,31,D022,5.48,1.2737,-0.271,43.22,3.4132,604.05
484,Rh2FeAs,Full Heusler,31,D022,5.59,1.2844,-0.165,60.12,3.6887,609.89
485,Rh2FeSb,Full Heusler,31,D022,5.74,1.284,-0.23800000000000002,33.22,3.3922,518.22
486,Rh2CoAl,Full Heusler,30,L21,5.98,1.0,-0.47,88.07,3.0222,524.26
487,Rh2CoGa,Full Heusler,30,L21,6.0,1.0,-0.305,89.02,2.9963,514.59
488,Rh2CoIn,Full Heusler,30,L21,6.23,1.0,-0.078,90.25,2.9963,459.67
489,Rh2CoSi,Full Heusler,31,D022,5.54,1.2094,-0.408,57.19,2.2321,402.67
490,Rh2CoGe,Full Heusler,31,D022,5.6027,1.2236,-0.255,57.84,2.255,388.72
491,Rh2CoSn,Full Heusler,31,D022,5.6517,1.3041,-0.235,54.27,2.1901,345.09
492,Rh2CoP,Full Heusler,32,D022,5.44,1.2647,-0.244,11.35,2.0423,372.1
493,Rh2CoAs,Full Heusler,32,D022,5.55,1.2739,-0.126,5.58,2.1318,363.14
494,Rh2CoSb,Full Heusler,32,D022,5.69,1.29,-0.20199999999999999,14.36,2.0536,320.57
495,Rh2NiAl,Full Heusler,31,L21,5.97,1.0,-0.507,68.55,1.8182,316.99
496,Rh2NiGa,Full Heusler,31,L21,5.99,1.0,-0.35,79.65,1.8169,313.6
497,Rh2NiIn,Full Heusler,31,D022,5.74,1.2683,-0.129,44.6,1.4926,230.84
498,Rh2NiSi,Full Heusler,32,L21,5.89,1.0,-0.47600000000000003,76.67,1.0025,182.0
499,Rh2NiGe,Full Heusler,32,L21,5.98,1.0,-0.314,81.8,1.0053,174.39
500,Rh2NiSn,Full Heusler,32,L21,6.21,1.0,-0.289,83.44,1.0021,155.23
501,Rh2NiP,Full Heusler,33,D022,5.58,1.1667,-0.302,47.07,0.5346,97.84
502,Rh2NiAs,Full Heusler,33,D022,5.68,1.1813,-0.18,63.21,0.5882,100.79
503,Rh2NiSb,Full Heusler,33,D022,5.77,1.2322,-0.266,38.14,0.387,60.65
504,Ni2ScAl,Full Heusler,26,L21,6.07,1.0,-0.639,0.0,0.0,0.0
505,Ni2ScGa,Full Heusler,26,L21,6.06,1.0,-0.5820000000000001,0.0,0.0,0.0
506,Ni2ScIn,Full Heusler,26,L21,6.29,1.0,-0.466,0.0,0.0,0.0
507,Ni2ScSi,Full Heusler,27,L21,5.9449,1.0004,-0.65,0.0,0.0,0.0
508,Ni2ScGe,Full Heusler,27,L21,6.029,1.0038,-0.5770000000000001,0.0,0.0,0.0
509,Ni2ScSn,Full Heusler,27,L21,6.27,1.0,-0.594,0.0,0.0,0.0
510,Ni2ScP,Full Heusler,28,D022,5.4217,1.3115,-0.652,0.0,0.0,0.0
511,Ni2ScAs,Full Heusler,28,D022,5.64,1.2482,-0.539,0.0,0.0,0.0
512,Ni2ScSb,Full Heusler,28,L21,6.2648,0.9992,-0.556,0.0,0.0,0.0
513,Ni2TiAl,Full Heusler,27,L21,5.8913,1.0019,-0.633,0.0,0.0,0.0
514,Ni2TiGa,Full Heusler,27,L21,5.8876,1.0019,-0.5529999999999999,0.0,0.0,0.0
515,Ni2TiIn,Full Heusler,27,L21,6.13,1.0,-0.359,0.0,0.0,0.0
516,Ni2TiSi,Full Heusler,28,L21,5.79,1.0,-0.639,0.0,0.0,0.0
517,Ni2TiGe,Full Heusler,28,D022,5.7,1.1018,-0.517,0.01,0.0,0.0
518,Ni2TiSn,Full Heusler,28,L21,6.1136,1.0039,-0.473,0.0,0.0,0.0
519,Ni2TiP,Full Heusler,29,D022,5.0499,1.5157,-0.617,0.0,0.0,0.0
520,Ni2TiAs,Full Heusler,29,D022,5.2131,1.479,-0.444,0.0,0.0,0.0
521,Ni2TiSb,Full Heusler,29,L21,6.13,1.0,-0.373,0.0,0.0,0.0
522,Ni2VAl,Full Heusler,28,L21,5.8,1.0,-0.389,0.0,0.0,0.0
523,Ni2VGa,Full Heusler,28,L21,5.8,1.0,-0.287,0.0,0.0,0.0
524,Ni2VIn,Full Heusler,28,L21,6.0349,1.0016,-0.055,0.0,0.0,0.0
525,Ni2VSi,Full Heusler,29,D022,5.3178,1.2359,-0.37200000000000005,22.22,0.2666,53.21
526,Ni2VGe,Full Heusler,29,D022,5.29,1.327,-0.23,84.42,0.9729,183.72
527,Ni2VSn,Full Heusler,29,L21,6.05,1.0,-0.14300000000000002,64.62,0.8256,138.3
528,Ni2VP,Full Heusler,30,D022,4.91,1.5519,-0.365,0.0,0.0001,0.02
529,Ni2VAs,Full Heusler,30,D022,5.0985,1.4979,-0.161,40.43,1.1153,208.4
530,Ni2VSb,Full Heusler,30,D022,5.7,1.2088,-0.076,40.57,1.7254,285.92
531,Ni2CrAl,Full Heusler,29,L21,5.8,1.0,-0.271,2.89,3.2235,612.87
532,Ni2CrGa,Full Heusler,29,D022,5.35,1.2729,-0.168,57.32,3.0618,582.71
533,Ni2CrIn,Full Heusler,29,L21,6.0576,1.0072,0.039,24.99,3.5757,592.51
534,Ni2CrSi,Full Heusler,30,D022,5.35,1.2093,-0.252,9.55,2.785,557.88
535,Ni2CrGe,Full Heusler,30,D022,5.45,1.2109999999999999,-0.111,10.61,2.988,565.42
536,Ni2CrSn,Full Heusler,30,L21,6.0582,1.0045,-0.079,22.04,3.4658,575.62
537,Ni2CrP,Full Heusler,31,D022,5.01,1.4511,-0.207,63.89,2.7689,562.89
538,Ni2CrAs,Full Heusler,31,D022,5.2,1.4135,-0.031,71.83,3.0505,569.38
539,Ni2CrSb,Full Heusler,31,L21,6.07,1.0,-0.017,24.51,3.4429,571.06
540,Ni2MnAl,Full Heusler,30,L21,5.7803,1.0073,-0.41100000000000003,27.04,4.0646,775.08
541,Ni2MnGa,Full Heusler,30,L21,5.8,1.0052,-0.298,26.15,4.0599,767.92
542,Ni2MnIn,Full Heusler,30,L21,6.07,1.0,-0.10800000000000001,30.31,4.2086,698.07
543,Ni2MnSi,Full Heusler,31,L21,5.7,1.0,-0.374,35.26,3.8367,768.53
544,Ni2MnGe,Full Heusler,31,L21,5.81,1.0,-0.23800000000000002,18.73,3.9532,747.73
545,Ni2MnSn,Full Heusler,31,L21,6.065,0.9986,-0.21,18.59,4.079,679.19
546,Ni2MnP,Full Heusler,32,D022,5.05,1.4238,-0.307,3.14,4.0858,826.59
547,Ni2MnAs,Full Heusler,32,D022,5.26,1.3726,-0.151,12.84,4.1546,771.52
548,Ni2MnSb,Full Heusler,32,D022,5.9494,1.0604,-0.13699999999999998,1.62,3.9848,662.01
549,Ni2FeAl,Full Heusler,31,D022,5.21,1.3301,-0.34,30.55,3.1879,628.67
550,Ni2FeGa,Full Heusler,31,D022,5.2,1.35,-0.23199999999999998,26.64,3.2602,637.13
551,Ni2FeIn,Full Heusler,31,L21,6.02,1.0,-0.006,57.78,3.352,569.96
