,material_id,formula,nsites,point_group,space_group,volume,structure,eij_max,v_max,piezoelectric_tensor
256,mp-764338,FePO4,6.0,-4,82.0,101.980553844,"Full Formula (Fe1 P1 O4)
Reduced Formula: FePO4
abc   :   5.103494   5.324809   5.103495
angles:  61.365632  90.000000  61.365629
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Fe    0         0         0
  1  P     0.25      0.5       0.75
  2  O     0.14215   0.275019  0.979983
  3  O     0.582832  0.275019  0.744999
  4  O     0.255001  0.724981  0.85785
  5  O     0.020017  0.724981  0.417168",0.150473,"[1.0, 0.14286000000000001, 0.7142900000000001]","[[ 0.        0.        0.        0.05162   0.111585  0.      ]
 [ 0.        0.        0.       -0.111585  0.05162   0.      ]
 [ 0.255305 -0.255305  0.        0.        0.        0.17337 ]]"
257,mp-761486,LiFePO4,7.0,-4,82.0,89.21893728719999,"Full Formula (Li1 Fe1 P1 O4)
Reduced Formula: LiFePO4
abc   :   4.932850   5.060664   4.932850
angles:  60.832013  90.000000 119.167974
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Fe    0         0         0
  2  P     0.75      0.5       0.75
  3  O     0.447129  0.259132  0.05525
  4  O     0.685618  0.740868  0.447129
  5  O     0.812003  0.259132  0.685618
  6  O     0.05525   0.740868  0.812003",0.18904300000000002,"[1.0, 0.7142900000000001, 0.8571400000000001]","[[ 0.       0.       0.       0.20077  0.06759  0.     ]
 [ 0.       0.       0.      -0.06759  0.20077  0.     ]
 [ 0.04363 -0.04363  0.       0.       0.       0.56075]]"
258,mp-762018,LiCoPO4,7.0,-4,82.0,86.5345069937,"Full Formula (Li1 Co1 P1 O4)
Reduced Formula: LiCoPO4
abc   :   4.823594   5.046373   4.823594
angles:  61.449898  90.000000 118.550102
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Co    0         0         0
  2  P     0.75      0.5       0.75
  3  O     0.441165  0.263096  0.053281
  4  O     0.683623  0.736904  0.441165
  5  O     0.821931  0.263096  0.683623
  6  O     0.053281  0.736904  0.821931",0.138035,"[1.0, 0.7142900000000001, 0.8571400000000001]","[[ 0.        0.        0.        0.19906   0.012535  0.      ]
 [ 0.        0.        0.       -0.012535  0.19906   0.      ]
 [ 0.072135 -0.072135  0.        0.        0.        0.30215 ]]"
259,mp-763098,Li2MnF4,7.0,-4,82.0,98.5600986874,"Full Formula (Li2 Mn1 F4)
Reduced Formula: Li2MnF4
abc   :   4.743729   5.516771   4.743729
angles:  64.536424  90.000000 115.463576
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Li    0.75      0.5       0.75
  2  Mn    0         0         0
  3  F     0.408376  0.231417  0.113491
  4  F     0.655092  0.768583  0.408376
  5  F     0.82304   0.231417  0.655092
  6  F     0.113491  0.768583  0.82304",0.23452800000000001,"[1.0, 0.7142900000000001, 0.8571400000000001]","[[ 0.        0.        0.        0.321975  0.10653   0.      ]
 [ 0.        0.        0.       -0.10653   0.321975  0.      ]
 [ 0.085355 -0.085355  0.        0.        0.        0.51291 ]]"
260,mp-765875,LiMnPO4,7.0,-4,82.0,91.9294205494,"Full Formula (Li1 Mn1 P1 O4)
Reduced Formula: LiMnPO4
abc   :   4.935148   5.140461   4.935148
angles:  61.312673  90.000000 118.687327
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Mn    0         0         0
  2  P     0.75      0.5       0.75
  3  O     0.454459  0.265475  0.056085
  4  O     0.678442  0.734525  0.454459
  5  O     0.811016  0.265475  0.678442
  6  O     0.056085  0.734525  0.811016",0.22199000000000002,"[1.0, 0.4, 0.8]","[[ 0.        0.        0.        0.232     0.1175    0.      ]
 [ 0.        0.        0.       -0.1175    0.232     0.      ]
 [ 0.284475 -0.284475  0.        0.        0.        0.36715 ]]"
261,mp-767069,LiVSiO4,7.0,-4,82.0,91.00748197809999,"Full Formula (Li1 V1 Si1 O4)
Reduced Formula: LiVSiO4
abc   :   4.829083   5.185544   4.829083
angles:  62.249034  90.000000 117.750966
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  V     0         0         0
  2  Si    0.75      0.5       0.75
  3  O     0.420824  0.255971  0.057128
  4  O     0.6869    0.744029  0.420824
  5  O     0.835147  0.255971  0.6869
  6  O     0.057128  0.744029  0.835147",0.219852,"[1.0, 0.6666700000000001, 0.83333]","[[ 0.        0.        0.        0.323795  0.112115  0.      ]
 [ 0.        0.        0.       -0.112115  0.323795  0.      ]
 [ 0.10867  -0.10867   0.        0.        0.        0.40632 ]]"
262,mp-753654,LiSnPO4,7.0,-4,82.0,106.56414046299999,"Full Formula (Li1 Sn1 P1 O4)
Reduced Formula: LiSnPO4
abc   :   5.265583   5.265583   5.351175
angles:  60.527723  60.527723  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  Sn    0         0         0
  2  P     0.75      0.25      0.5
  3  O     0.069661  0.230062  0.271897
  4  O     0.769938  0.341558  0.728103
  5  O     0.658442  0.498041  0.271897
  6  O     0.501959  0.930339  0.728103",0.24232800000000002,"[1.0, 0.0, 0.7142900000000001]","[[ 0.       0.       0.       0.01599 -0.54064  0.     ]
 [ 0.       0.       0.       0.54064  0.01599  0.     ]
 [-0.08899  0.08899  0.       0.       0.      -0.13859]]"
263,mp-770986,LiVBO4,7.0,-4,82.0,77.7802563163,"Full Formula (Li1 V1 B1 O4)
Reduced Formula: LiVBO4
abc   :   4.590199   4.915522   4.590199
angles:  62.166179  90.000000 117.833821
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  V     0         0         0
  2  B     0.75      0.5       0.75
  3  O     0.426064  0.272281  0.027732
  4  O     0.699987  0.727719  0.426064
  5  O     0.846217  0.272281  0.699987
  6  O     0.027732  0.727719  0.846217",0.23600900000000002,"[1.0, 0.6000000000000001, 0.8]","[[ 0.        0.        0.        0.41111   0.330095  0.      ]
 [ 0.        0.        0.       -0.330095  0.41111   0.      ]
 [-0.05121   0.05121   0.        0.        0.        0.271   ]]"
264,mp-762631,LiFeSiO4,7.0,-4,82.0,88.6931861303,"Full Formula (Li1 Fe1 Si1 O4)
Reduced Formula: LiFeSiO4
abc   :   4.541469   5.367025   4.541469
angles:  64.970180  90.000000 115.029832
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Fe    0.75      0.5       0.75
  2  Si    0         0         0
  3  O     0.346436  0.216592  0.074881
  4  O     0.708527  0.783408  0.346436
  5  O     0.870155  0.216592  0.708527
  6  O     0.074881  0.783408  0.870155",0.184843,"[1.0, -0.4, 0.8]","[[ 0.        0.        0.        0.22748  -0.079215  0.      ]
 [ 0.        0.        0.        0.079215  0.22748   0.      ]
 [-0.259375  0.259375  0.        0.        0.        0.22896 ]]"
265,mp-762221,LiCoSiO4,7.0,-4,82.0,85.826562639,"Full Formula (Li1 Co1 Si1 O4)
Reduced Formula: LiCoSiO4
abc   :   4.484648   5.316660   4.484648
angles:  65.054619  90.000000 114.945393
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Co    0.75      0.5       0.75
  2  Si    0         0         0
  3  O     0.351459  0.214808  0.076698
  4  O     0.708495  0.785192  0.351459
  5  O     0.863349  0.214808  0.708495
  6  O     0.076698  0.785192  0.863349",0.150095,"[1.0, -0.6666700000000001, 0.83333]","[[ 0.        0.        0.        0.260065 -0.07411   0.      ]
 [ 0.        0.        0.        0.07411   0.260065  0.      ]
 [-0.067415  0.067415  0.        0.        0.        0.20706 ]]"
266,mp-20790,InPS4,6.0,-4,82.0,154.39681225200002,"Full Formula (In1 P1 S4)
Reduced Formula: InPS4
abc   :   5.772129   5.772129   6.175249
angles: 117.863067 117.863065  90.000007
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  P     0.75      0.25      0.5
  1  S     0.437101  0.363232  0.263601
  2  S     0.8265    0.900368  0.263601
  3  S     0.099632  0.562899  0.736399
  4  S     0.636768  0.1735    0.736399
  5  In    0         0         0",0.068301,"[1.0, 0.14286000000000001, 0.7142900000000001]","[[ 0.        0.        0.        0.02632  -0.005765  0.      ]
 [ 0.        0.        0.        0.005765  0.02632   0.      ]
 [-0.16604   0.16604   0.        0.        0.       -0.14206 ]]"
267,mp-22304,Cd(InSe2)2,7.0,-4,82.0,212.015731091,"Full Formula (Cd1 In2 Se4)
Reduced Formula: Cd(InSe2)2
abc   :   5.990900   5.990900   7.269169
angles: 114.335310 114.335313  90.000006
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.863273  0.901453  0.273222
  1  Se    0.62823   0.136727  0.726778
  2  Se    0.098547  0.590051  0.726778
  3  Se    0.409949  0.37177   0.273222
  4  Cd    0         0         0
  5  In    0.5       0.5       0
  6  In    0.25      0.75      0.5",0.086248,"[1.0, 0.7142900000000001, 0.8571400000000001]","[[ 0.       0.       0.      -0.1306  -0.02818  0.     ]
 [ 0.       0.       0.       0.02818 -0.1306   0.     ]
 [-0.02748  0.02748  0.       0.       0.      -0.17446]]"
268,mp-20025,Mn(GaS2)2,7.0,-4,82.0,158.366724405,"Full Formula (Mn1 Ga2 S4)
Reduced Formula: Mn(GaS2)2
abc   :   5.518059   5.518059   6.501957
angles: 115.108790 115.108782  89.999994
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.881548  0.865436  0.242201
  1  S     0.623235  0.118452  0.757799
  2  S     0.134564  0.639348  0.757799
  3  S     0.360652  0.376765  0.242201
  4  Mn    0.75      0.25      0.5
  5  Ga    0.25      0.75      0.5
  6  Ga    0         0         0",0.048602,"[1.0, -0.8571400000000001, 1.0]","[[ 0.        0.        0.       -0.047315 -0.01984   0.      ]
 [ 0.        0.        0.        0.01984  -0.047315  0.      ]
 [ 0.032585 -0.032585  0.        0.        0.       -0.15785 ]]"
269,mp-3772,Cd(GaSe2)2,7.0,-4,82.0,189.718560318,"Full Formula (Cd1 Ga2 Se4)
Reduced Formula: Cd(GaSe2)2
abc   :   5.875322   5.875322   6.889534
angles: 115.238976 115.238979  89.999999
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.25      0.75      0.5
  1  Ga    0.5       0.5       0
  2  Se    0.86526   0.875888  0.275842
  3  Se    0.410581  0.399954  0.275842
  4  Se    0.124112  0.589419  0.724158
  5  Se    0.600046  0.13474   0.724158
  6  Cd    0         0         0",0.049385000000000005,"[1.0, -0.8571400000000001, 1.0]","[[ 0.        0.        0.       -0.07168   0.02735   0.      ]
 [ 0.        0.        0.       -0.02735  -0.07168   0.      ]
 [-0.005325  0.005325  0.        0.        0.       -0.11038 ]]"
270,mp-4452,Cd(GaS2)2,7.0,-4,82.0,165.252793351,"Full Formula (Cd1 Ga2 S4)
Reduced Formula: Cd(GaS2)2
abc   :   5.645791   5.645790   6.543361
angles: 115.557308 115.557306  89.999992
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.868521  0.862695  0.270637
  1  S     0.592057  0.131479  0.729363
  2  S     0.137305  0.597884  0.729363
  3  S     0.402116  0.407943  0.270637
  4  Ga    0.25      0.75      0.5
  5  Ga    0.5       0.5       0
  6  Cd    0         0         0",0.088818,"[1.0, -0.6666700000000001, 0.83333]","[[ 0.        0.        0.       -0.125555  0.065375  0.      ]
 [ 0.        0.        0.       -0.065375 -0.125555  0.      ]
 [ 0.032915 -0.032915  0.        0.        0.       -0.16708 ]]"
271,mp-3038,Al2HgSe4,7.0,-4,82.0,188.885449148,"Full Formula (Al2 Hg1 Se4)
Reduced Formula: Al2HgSe4
abc   :   5.880643   5.880643   6.864695
angles: 115.361313 115.361310  90.000004
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Se    0.131882  0.134489  0.723743
  3  Se    0.591861  0.589254  0.723743
  4  Se    0.865511  0.408139  0.276257
  5  Se    0.410746  0.868118  0.276257
  6  Hg    0         0         0",0.113456,"[1.0, 0.5, 0.75]","[[ 0.        0.        0.        0.18437   0.11997   0.      ]
 [ 0.        0.        0.       -0.11997   0.18437   0.      ]
 [ 0.046415 -0.046415  0.        0.        0.        0.11995 ]]"
272,mp-20261,Mn(GaSe2)2,7.0,-4,82.0,179.245834169,"Full Formula (Mn1 Ga2 Se4)
Reduced Formula: Mn(GaSe2)2
abc   :   5.716200   5.716201   6.814006
angles: 114.799552 114.799545  90.000004
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0         0         0
  1  Ga    0.5       0.5       0
  2  Ga    0.25      0.75      0.5
  3  Se    0.400393  0.381001  0.267889
  4  Se    0.113111  0.599607  0.732111
  5  Se    0.618999  0.132504  0.732111
  6  Se    0.867496  0.886889  0.267889",0.031036,"[1.0, 0.57143, 0.8571400000000001]","[[ 0.        0.        0.       -0.020275 -0.04056   0.      ]
 [ 0.        0.        0.        0.04056  -0.020275  0.      ]
 [-0.001655  0.001655  0.        0.        0.       -0.09721 ]]"
273,mp-5350,Zn(GaS2)2,7.0,-4,82.0,151.24368553899998,"Full Formula (Zn1 Ga2 S4)
Reduced Formula: Zn(GaS2)2
abc   :   5.372712   5.374233   6.473799
angles: 114.568371 114.534201  90.007731
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.999194  0.999206  5.4e-05
  1  Ga    0.749574  0.250384  0.500147
  2  S     0.129573  0.621657  0.759486
  3  S     0.378328  0.368915  0.238901
  4  S     0.630611  0.139896  0.760938
  5  S     0.861567  0.870294  0.240604
  6  Zn    0.251152  0.749648  0.49987",0.043856,"[1.0, -0.8571400000000001, 1.0]","[[ 0.        0.        0.       -0.062015  0.017055  0.      ]
 [ 0.        0.        0.       -0.017055 -0.062015  0.      ]
 [ 0.002055 -0.002055  0.        0.        0.       -0.10144 ]]"
274,mp-5928,Al2CdS4,7.0,-4,82.0,163.082928685,"Full Formula (Al2 Cd1 S4)
Reduced Formula: Al2CdS4
abc   :   5.639496   5.639495   6.495838
angles: 115.727109 115.727108  89.999994
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0         0         0
  2  S     0.914657  0.898336  0.268281
  3  S     0.353623  0.369944  0.268281
  4  S     0.101664  0.646377  0.731719
  5  S     0.630056  0.085343  0.731719
  6  Cd    0.5       0.5       0",0.132069,"[1.0, 0.6000000000000001, 0.8]","[[ 0.        0.        0.       -0.20448  -0.094225  0.      ]
 [ 0.        0.        0.        0.094225 -0.20448   0.      ]
 [-0.058525  0.058525  0.        0.        0.       -0.20633 ]]"
275,mp-4809,Ga2HgS4,7.0,-4,82.0,165.96436137700002,"Full Formula (Ga2 Hg1 S4)
Reduced Formula: Ga2HgS4
abc   :   5.648162   5.648163   6.558615
angles: 115.505079 115.505083  90.000003
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.867251  0.863073  0.273092
  1  S     0.589981  0.132749  0.726908
  2  S     0.136927  0.594159  0.726908
  3  S     0.405841  0.410019  0.273092
  4  Ga    0.25      0.75      0.5
  5  Ga    0.5       0.5       0
  6  Hg    0         0         0",0.13878900000000002,"[1.0, -0.4, 0.8]","[[ 0.       0.       0.      -0.17533  0.1658   0.     ]
 [ 0.       0.       0.      -0.1658  -0.17533  0.     ]
 [ 0.09301 -0.09301  0.       0.       0.      -0.15324]]"
276,mp-3159,Al2CdSe4,7.0,-4,82.0,188.090208458,"Full Formula (Al2 Cd1 Se4)
Reduced Formula: Al2CdSe4
abc   :   5.879237   5.879237   6.847876
angles: 115.421519 115.421522  89.999998
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Se    0.866833  0.867792  0.273845
  3  Se    0.407012  0.406053  0.273845
  4  Se    0.132208  0.592988  0.726155
  5  Se    0.593947  0.133167  0.726155
  6  Cd    0         0         0",0.08679500000000001,"[1.0, -0.6666700000000001, 0.83333]","[[ 0.        0.        0.       -0.140245  0.056845  0.      ]
 [ 0.        0.        0.       -0.056845 -0.140245  0.      ]
 [ 0.025495 -0.025495  0.        0.        0.       -0.1396  ]]"
277,mp-4730,Ga2HgSe4,7.0,-4,82.0,190.57990781400002,"Full Formula (Ga2 Hg1 Se4)
Reduced Formula: Ga2HgSe4
abc   :   5.880594   5.880595   6.903797
angles: 115.207364 115.207369  90.000003
Sites (7)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Ga    0.5       0.5       0
  1  Ga    0.25      0.75      0.5
  2  Se    0.8641    0.876179  0.27806
  3  Se    0.41396   0.401881  0.27806
  4  Se    0.123821  0.58604   0.72194
  5  Se    0.598119  0.1359    0.72194
  6  Hg    0         0         0",0.07749,"[1.0, -0.5, 0.75]","[[ 0.        0.        0.       -0.105475  0.10115   0.      ]
 [ 0.        0.        0.       -0.10115  -0.105475  0.      ]
 [ 0.014685 -0.014685  0.        0.        0.       -0.11953 ]]"
278,mp-10955,Sn(HgSe2)2,7.0,-4,82.0,211.348658097,"Full Formula (Sn1 Hg2 Se4)
Reduced Formula: Sn(HgSe2)2
abc   :   5.936520   5.936519   7.320206
angles: 113.921743 113.921752  90.000004
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.905766  0.345734  0.230648
  1  Se    0.115086  0.094234  0.769352
  2  Se    0.654266  0.675118  0.769352
  3  Se    0.324882  0.884914  0.230648
  4  Sn    0.25      0.75      0.5
  5  Hg    0.5       0.5       0
  6  Hg    0.75      0.25      0.5",0.125737,"[1.0, 0.8571400000000001, 1.0]","[[ 0.        0.        0.        0.239125  0.023855  0.      ]
 [ 0.        0.        0.       -0.023855  0.239125  0.      ]
 [ 0.030595 -0.030595  0.        0.        0.        0.16829 ]]"
279,mp-11175,LiZnPS4,7.0,-4,82.0,153.98992959,"Full Formula (Li1 Zn1 P1 S4)
Reduced Formula: LiZnPS4
abc   :   5.820261   5.820260   6.132026
angles: 118.331944 118.331937  89.999996
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  P     0.25      0.75      0.5
  2  S     0.926096  0.412145  0.269677
  3  S     0.587855  0.656419  0.730323
  4  S     0.142467  0.073904  0.730323
  5  S     0.343581  0.857533  0.269677
  6  Zn    0         0         0",0.035061,"[1.0, -0.57143, 0.8571400000000001]","[[ 0.        0.        0.       -0.01492  -0.032195  0.      ]
 [ 0.        0.        0.        0.032195 -0.01492   0.      ]
 [-0.01578   0.01578   0.        0.        0.        0.18513 ]]"
280,mp-4152,Ga2CoS4,7.0,-4,82.0,147.218893696,"Full Formula (Ga2 Co1 S4)
Reduced Formula: Ga2CoS4
abc   :   5.291987   5.291987   6.452680
angles: 114.208673 114.208679  90.000005
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.874869  0.88634   0.253531
  1  S     0.632808  0.125131  0.746469
  2  S     0.11366   0.621337  0.746469
  3  S     0.378663  0.367192  0.253531
  4  Co    0         0         0
  5  Ga    0.5       0.5       0
  6  Ga    0.25      0.75      0.5",0.077081,"[1.0, 0.0, 0.7142900000000001]","[[ 0.0000e+00  0.0000e+00  0.0000e+00  2.0165e-02 -1.2800e-01  0.0000e+00]
 [ 0.0000e+00  0.0000e+00  0.0000e+00  1.2800e-01  2.0165e-02  0.0000e+00]
 [-7.2275e-02  7.2275e-02  0.0000e+00  0.0000e+00  0.0000e+00  1.1000e-04]]"
281,mp-15776,Zn(GaSe2)2,7.0,-4,82.0,175.603559444,"Full Formula (Zn1 Ga2 Se4)
Reduced Formula: Zn(GaSe2)2
abc   :   5.641808   5.643290   6.808185
angles: 114.505580 114.468401  90.016865
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ga    0.998976  0.998812  0.999911
  1  Ga    0.74956   0.250704  0.500046
  2  Se    0.140716  0.618453  0.765113
  3  Se    0.381     0.373959  0.233112
  4  Se    0.625624  0.148729  0.766695
  5  Se    0.85259   0.859303  0.23523
  6  Zn    0.251532  0.75004   0.499893",0.026644,"[1.0, -0.4, 0.8]","[[ 0.        0.        0.       -0.02291   0.031705  0.      ]
 [ 0.        0.        0.       -0.031705 -0.02291   0.      ]
 [ 0.02005  -0.02005   0.        0.        0.       -0.04657 ]]"
282,mp-22607,Zn(InSe2)2,7.0,-4,82.0,198.66661296900003,"Full Formula (Zn1 In2 Se4)
Reduced Formula: Zn(InSe2)2
abc   :   5.824266   5.824266   7.159630
angles: 114.000427 114.000441  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0         0         0
  1  Se    0.392046  0.348962  0.261452
  2  Se    0.869406  0.91249   0.261452
  3  Se    0.08751   0.607954  0.738548
  4  Se    0.651038  0.130594  0.738548
  5  In    0.5       0.5       0
  6  In    0.25      0.75      0.5",0.076914,"[1.0, 0.6000000000000001, 0.8]","[[ 0.        0.        0.       -0.10833  -0.059895  0.      ]
 [ 0.        0.        0.        0.059895 -0.10833   0.      ]
 [-0.03348   0.03348   0.        0.        0.       -0.13696 ]]"
283,mp-7910,Al2HgTe4,7.0,-4,82.0,236.478202208,"Full Formula (Al2 Hg1 Te4)
Reduced Formula: Al2HgTe4
abc   :   6.285363   6.285364   7.455470
angles: 114.931029 114.931022  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Te    0.863775  0.881071  0.276494
  3  Te    0.41272   0.395424  0.276494
  4  Te    0.118929  0.58728   0.723506
  5  Te    0.604576  0.136225  0.723506
  6  Hg    0         0         0",0.062831,"[1.0, -0.7142900000000001, 0.8571400000000001]","[[ 0.        0.        0.       -0.111695  0.04633   0.      ]
 [ 0.        0.        0.       -0.04633  -0.111695  0.      ]
 [ 0.002405 -0.002405  0.        0.        0.       -0.08837 ]]"
284,mp-7907,Al2ZnSe4,7.0,-4,82.0,174.34518186900002,"Full Formula (Al2 Zn1 Se4)
Reduced Formula: Al2ZnSe4
abc   :   5.631947   5.631947   6.787625
angles: 114.511057 114.511053  90.000000
Sites (7)
  #  SP           a         b       c
---  ----  --------  --------  ------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Zn    0         0         0
  3  Se    0.394825  0.380678  0.2641
  4  Se    0.116579  0.605175  0.7359
  5  Se    0.619322  0.130726  0.7359
  6  Se    0.869274  0.883421  0.2641",0.042905,"[1.0, 0.8571400000000001, 1.0]","[[ 0.        0.        0.       -0.070415 -0.006255  0.      ]
 [ 0.        0.        0.        0.006255 -0.070415  0.      ]
 [-0.004955  0.004955  0.        0.        0.       -0.08207 ]]"
285,mp-7909,Al2CdTe4,7.0,-4,82.0,236.55601932599998,"Full Formula (Al2 Cd1 Te4)
Reduced Formula: Al2CdTe4
abc   :   6.290421   6.290422   7.451459
angles: 114.966808 114.966819  90.000002
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Cd    0         0         0
  3  Te    0.410134  0.39468   0.274843
  4  Te    0.119837  0.589866  0.725157
  5  Te    0.60532   0.135291  0.725157
  6  Te    0.864709  0.880163  0.274843",0.050631999999999996,"[1.0, 1.0, 1.0]","[[ 0.       0.       0.      -0.08692  0.01026  0.     ]
 [ 0.       0.       0.      -0.01026 -0.08692  0.     ]
 [-0.00361  0.00361  0.       0.       0.      -0.08925]]"
286,mp-20731,In2HgSe4,7.0,-4,82.0,213.493095373,"Full Formula (In2 Hg1 Se4)
Reduced Formula: In2HgSe4
abc   :   6.007079   6.007079   7.283284
angles: 114.354938 114.354943  89.999993
Sites (7)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  Se    0.862246  0.900893  0.27572
  1  Se    0.625173  0.137754  0.72428
  2  Se    0.099107  0.586526  0.72428
  3  Se    0.413474  0.374827  0.27572
  4  In    0.25      0.75      0.5
  5  In    0.5       0.5       0
  6  Hg    0         0         0",0.09611499999999999,"[1.0, 1.0, 1.0]","[[ 0.        0.        0.       -0.146295  0.026     0.      ]
 [ 0.        0.        0.       -0.026    -0.146295  0.      ]
 [-0.00247   0.00247   0.        0.        0.       -0.20684 ]]"
287,mp-7906,Al2HgS4,7.0,-4,82.0,163.742533893,"Full Formula (Al2 Hg1 S4)
Reduced Formula: Al2HgS4
abc   :   5.633420   5.633420   6.518385
angles: 115.602037 115.602039  89.999997
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  S     0.868454  0.853986  0.270798
  3  S     0.402344  0.416812  0.270798
  4  S     0.146014  0.597656  0.729202
  5  S     0.583188  0.131546  0.729202
  6  Hg    0         0         0",0.172727,"[1.0, -0.5, 0.75]","[[ 0.       0.       0.      -0.26152  0.17946  0.     ]
 [ 0.       0.       0.      -0.17946 -0.26152  0.     ]
 [ 0.11208 -0.11208  0.       0.       0.      -0.1636 ]]"
288,mp-7908,Al2ZnTe4,7.0,-4,82.0,222.233375406,"Full Formula (Al2 Zn1 Te4)
Reduced Formula: Al2ZnTe4
abc   :   6.091917   6.091917   7.376658
angles: 114.388303 114.388309  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Al    0.25      0.75      0.5
  1  Al    0.5       0.5       0
  2  Zn    0         0         0
  3  Te    0.3977    0.373188  0.265671
  4  Te    0.107517  0.6023    0.734329
  5  Te    0.626812  0.132029  0.734329
  6  Te    0.867971  0.892483  0.265671",0.030024000000000002,"[1.0, 0.6000000000000001, 0.8]","[[ 0.        0.        0.       -0.042165 -0.020255  0.      ]
 [ 0.        0.        0.        0.020255 -0.042165  0.      ]
 [-0.015005  0.015005  0.        0.        0.       -0.05498 ]]"
289,mp-765859,LiMnPO4,7.0,-4,82.0,89.8792022466,"Full Formula (Li1 Mn1 P1 O4)
Reduced Formula: LiMnPO4
abc   :   4.373131   5.625809   4.373131
angles:  67.128434  90.000000 112.871577
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Mn    0.75      0.5       0.75
  2  P     0         0         0
  3  O     0.315803  0.191795  0.094595
  4  O     0.713611  0.808205  0.315803
  5  O     0.875991  0.191795  0.713611
  6  O     0.094595  0.808205  0.875991",0.213711,"[1.0, -0.5, 0.75]","[[ 0.        0.        0.        0.31043  -0.123335  0.      ]
 [ 0.        0.        0.        0.123335  0.31043   0.      ]
 [-0.19886   0.19886   0.        0.        0.        0.28648 ]]"
290,mp-772012,LiFePO4,7.0,-4,82.0,88.32261278809999,"Full Formula (Li1 Fe1 P1 O4)
Reduced Formula: LiFePO4
abc   :   4.369511   5.562935   4.369511
angles:  66.875259  90.000000 113.124741
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0         0.5
  1  Fe    0.75      0.5       0.75
  2  P     0         0         0
  3  O     0.321782  0.193339  0.089503
  4  O     0.717158  0.806661  0.321782
  5  O     0.871557  0.193339  0.717158
  6  O     0.089503  0.806661  0.871557",0.196928,"[1.0, -0.57143, 0.8571400000000001]","[[ 0.        0.        0.        0.288855 -0.150865  0.      ]
 [ 0.        0.        0.        0.150865  0.288855  0.      ]
 [-0.13222   0.13222   0.        0.        0.        0.27847 ]]"
